gs_text34,iso3,weight,age,sex
Preterm Delivery,YEM,0.23353312,0,0
Stillbirth,YEM,0.26885008,0,0
Birth asphyxia,YEM,0.20189201,0,1
Congenital malformation,YEM,0.17688973,0,1
Meningitis/Sepsis,YEM,0.02812333,0,1
Pneumonia,YEM,0.07966191,0,1
Preterm Delivery,YEM,0.24220573,0,1
Stillbirth,YEM,0.27122729,0,1
Birth asphyxia,YEM,0.18543483,7,0
Congenital malformation,YEM,0.31155252,7,0
Meningitis/Sepsis,YEM,0.07834115,7,0
Pneumonia,YEM,0.18321842,7,0
Preterm Delivery,YEM,0.24145307,7,0
Stillbirth,YEM,0,7,0
Birth asphyxia,YEM,0.14789911,7,1
Congenital malformation,YEM,0.35851492,7,1
Meningitis/Sepsis,YEM,0.0793424,7,1
Pneumonia,YEM,0.19674803,7,1
Preterm Delivery,YEM,0.21749555,7,1
Stillbirth,YEM,0,7,1
Birth asphyxia,WSM,0.43415981,0,0
Congenital malformation,WSM,0.05807457,0,0
Meningitis/Sepsis,WSM,0.08226559,0,0
Pneumonia,WSM,0.01857672,0,0
Preterm Delivery,WSM,0.16746578,0,0
Stillbirth,WSM,0.23945753,0,0
Birth asphyxia,WSM,0.36826837,0,1
Congenital malformation,WSM,0.03501939,0,1
Meningitis/Sepsis,WSM,0.08510484,0,1
Pneumonia,WSM,0.02210537,0,1
Preterm Delivery,WSM,0.22993489,0,1
Stillbirth,WSM,0.25956714,0,1
Birth asphyxia,WSM,0.42568516,7,0
Congenital malformation,WSM,0.09595896,7,0
Meningitis/Sepsis,WSM,0.2125047,7,0
Pneumonia,WSM,0.08711536,7,0
Preterm Delivery,WSM,0.17873582,7,0
Stillbirth,WSM,0,7,0
Birth asphyxia,WSM,0.34884828,7,1
Congenital malformation,WSM,0.13740813,7,1
Meningitis/Sepsis,WSM,0.20830226,7,1
Pneumonia,WSM,0.08934926,7,1
Preterm Delivery,WSM,0.21609206,7,1
Stillbirth,WSM,0,7,1
Birth asphyxia,VUT,0.43972615,0,0
Congenital malformation,VUT,0.05078032,0,0
Meningitis/Sepsis,VUT,0.06279237,0,0
Pneumonia,VUT,0.03234581,0,0
Preterm Delivery,VUT,0.1780918,0,0
Stillbirth,VUT,0.23626354,0,0
Birth asphyxia,VUT,0.37602269,0,1
Congenital malformation,VUT,0.03394816,0,1
Meningitis/Sepsis,VUT,0.05935505,0,1
Pneumonia,VUT,0.03917447,0,1
Preterm Delivery,VUT,0.23737197,0,1
Stillbirth,VUT,0.25412765,0,1
Birth asphyxia,VUT,0.3950564,7,0
Congenital malformation,VUT,0.09472123,7,0
Meningitis/Sepsis,VUT,0.1743296,7,0
Pneumonia,VUT,0.15348269,7,0
Preterm Delivery,VUT,0.18241009,7,0
Stillbirth,VUT,0,7,0
Birth asphyxia,VUT,0.33372547,7,1
Congenital malformation,VUT,0.14827896,7,1
Meningitis/Sepsis,VUT,0.15601928,7,1
Pneumonia,VUT,0.15520071,7,1
Preterm Delivery,VUT,0.20677557,7,1
Stillbirth,VUT,0,7,1
Birth asphyxia,VNM,0.22120958,0,0
Congenital malformation,VNM,0.12846685,0,0
Meningitis/Sepsis,VNM,0.0378706,0,0
Pneumonia,VNM,0.04240141,0,0
Preterm Delivery,VNM,0.29142204,0,0
Stillbirth,VNM,0.27862952,0,0
Birth asphyxia,VNM,0.37511355,0,1
Congenital malformation,VNM,0.12420407,0,1
Meningitis/Sepsis,VNM,0.02767574,0,1
Pneumonia,VNM,0.03300143,0,1
Preterm Delivery,VNM,0.19986149,0,1
Stillbirth,VNM,0.24014373,0,1
Birth asphyxia,VNM,0.25059701,7,0
Congenital malformation,VNM,0.25380767,7,0
Meningitis/Sepsis,VNM,0.09894874,7,0
Pneumonia,VNM,0.20124698,7,0
Preterm Delivery,VNM,0.1953996,7,0
Stillbirth,VNM,0,7,0
Birth asphyxia,VNM,0.34547565,7,1
Congenital malformation,VNM,0.25424894,7,1
Meningitis/Sepsis,VNM,0.08289658,7,1
Pneumonia,VNM,0.1688603,7,1
Preterm Delivery,VNM,0.14851854,7,1
Stillbirth,VNM,0,7,1
Birth asphyxia,VEN,0.34831593,0,0
Congenital malformation,VEN,0.09404239,0,0
Meningitis/Sepsis,VEN,0.05458106,0,0
Pneumonia,VEN,0.01955474,0,0
Preterm Delivery,VEN,0.22881527,0,0
Stillbirth,VEN,0.25469062,0,0
Birth asphyxia,VEN,0.34964738,0,1
Congenital malformation,VEN,0.11013252,0,1
Meningitis/Sepsis,VEN,0.05393764,0,1
Pneumonia,VEN,0.01826843,0,1
Preterm Delivery,VEN,0.21590203,0,1
Stillbirth,VEN,0.25211201,0,1
Birth asphyxia,VEN,0.25638489,7,0
Congenital malformation,VEN,0.24333969,7,0
Meningitis/Sepsis,VEN,0.20892573,7,0
Pneumonia,VEN,0.08438019,7,0
Preterm Delivery,VEN,0.20696951,7,0
Stillbirth,VEN,0,7,0
Birth asphyxia,VEN,0.23305324,7,1
Congenital malformation,VEN,0.27024553,7,1
Meningitis/Sepsis,VEN,0.21019615,7,1
Pneumonia,VEN,0.07907442,7,1
Preterm Delivery,VEN,0.20743066,7,1
Stillbirth,VEN,0,7,1
Birth asphyxia,VCT,0.30304618,0,0
Congenital malformation,VCT,0.07784463,0,0
Meningitis/Sepsis,VCT,0.07033963,0,0
Pneumonia,VCT,0.00727978,0,0
Preterm Delivery,VCT,0.27029743,0,0
Stillbirth,VCT,0.27119235,0,0
Birth asphyxia,VCT,0.24358939,0,1
Congenital malformation,VCT,0.05256314,0,1
Meningitis/Sepsis,VCT,0.0606072,0,1
Pneumonia,VCT,0.00602595,0,1
Preterm Delivery,VCT,0.34733292,0,1
Stillbirth,VCT,0.2898814,0,1
Birth asphyxia,VCT,0.3431303,7,0
Congenital malformation,VCT,0.1796536,7,0
Meningitis/Sepsis,VCT,0.24637839,7,0
Pneumonia,VCT,0.04654091,7,0
Preterm Delivery,VCT,0.1842968,7,0
Stillbirth,VCT,0,7,0
Birth asphyxia,VCT,0.29546582,7,1
Congenital malformation,VCT,0.13650046,7,1
Meningitis/Sepsis,VCT,0.20036352,7,1
Pneumonia,VCT,0.04949407,7,1
Preterm Delivery,VCT,0.31817613,7,1
Stillbirth,VCT,0,7,1
Birth asphyxia,UZB,0.61534134,0,0
Congenital malformation,UZB,0.04250818,0,0
Meningitis/Sepsis,UZB,0.00918587,0,0
Pneumonia,UZB,0.07603221,0,0
Preterm Delivery,UZB,0.07332565,0,0
Stillbirth,UZB,0.18360675,0,0
Birth asphyxia,UZB,0.60096619,0,1
Congenital malformation,UZB,0.04855298,0,1
Meningitis/Sepsis,UZB,0.01037043,0,1
Pneumonia,UZB,0.07506675,0,1
Preterm Delivery,UZB,0.07842403,0,1
Stillbirth,UZB,0.18661961,0,1
Birth asphyxia,UZB,0.44398844,7,0
Congenital malformation,UZB,0.08764259,7,0
Meningitis/Sepsis,UZB,0.03211729,7,0
Pneumonia,UZB,0.37874472,7,0
Preterm Delivery,UZB,0.05750697,7,0
Stillbirth,UZB,0,7,0
Birth asphyxia,UZB,0.41735339,7,1
Congenital malformation,UZB,0.07822659,7,1
Meningitis/Sepsis,UZB,0.03465099,7,1
Pneumonia,UZB,0.40874072,7,1
Preterm Delivery,UZB,0.06102831,7,1
Stillbirth,UZB,0,7,1
Birth asphyxia,USA,0.25436868,0,0
Congenital malformation,USA,0.17695932,0,0
Meningitis/Sepsis,USA,0.01735717,0,0
Pneumonia,USA,0.00207319,0,0
Preterm Delivery,USA,0.2822979,0,0
Stillbirth,USA,0.26694374,0,0
Birth asphyxia,USA,0.27287771,0,1
Congenital malformation,USA,0.18105398,0,1
Meningitis/Sepsis,USA,0.01628934,0,1
Pneumonia,USA,0.00195389,0,1
Preterm Delivery,USA,0.2663063,0,1
Stillbirth,USA,0.26151877,0,1
Birth asphyxia,USA,0.24507314,7,0
Congenital malformation,USA,0.35110075,7,0
Meningitis/Sepsis,USA,0.08921465,7,0
Pneumonia,USA,0.02205665,7,0
Preterm Delivery,USA,0.29255481,7,0
Stillbirth,USA,0,7,0
Birth asphyxia,USA,0.25152346,7,1
Congenital malformation,USA,0.39058627,7,1
Meningitis/Sepsis,USA,0.08807126,7,1
Pneumonia,USA,0.01738783,7,1
Preterm Delivery,USA,0.25243118,7,1
Stillbirth,USA,0,7,1
Birth asphyxia,URY,0.28493244,0,0
Congenital malformation,URY,0.20348911,0,0
Meningitis/Sepsis,URY,0.03789952,0,0
Pneumonia,URY,0.00729343,0,0
Preterm Delivery,URY,0.21076033,0,0
Stillbirth,URY,0.25562517,0,0
Birth asphyxia,URY,0.32314281,0,1
Congenital malformation,URY,0.21885017,0,1
Meningitis/Sepsis,URY,0.03054847,0,1
Pneumonia,URY,0.00585744,0,1
Preterm Delivery,URY,0.17832268,0,1
Stillbirth,URY,0.24327843,0,1
Birth asphyxia,URY,0.17946092,7,0
Congenital malformation,URY,0.36034269,7,0
Meningitis/Sepsis,URY,0.16897851,7,0
Pneumonia,URY,0.03610872,7,0
Preterm Delivery,URY,0.25510916,7,0
Stillbirth,URY,0,7,0
Birth asphyxia,URY,0.16450271,7,1
Congenital malformation,URY,0.37098488,7,1
Meningitis/Sepsis,URY,0.15796215,7,1
Pneumonia,URY,0.04343105,7,1
Preterm Delivery,URY,0.26311921,7,1
Stillbirth,URY,0,7,1
Birth asphyxia,UKR,0.41874309,0,0
Congenital malformation,UKR,0.17310194,0,0
Meningitis/Sepsis,UKR,0.02949763,0,0
Pneumonia,UKR,0.0066012,0,0
Preterm Delivery,UKR,0.14690028,0,0
Stillbirth,UKR,0.22515585,0,0
Birth asphyxia,UKR,0.43358648,0,1
Congenital malformation,UKR,0.18163798,0,1
Meningitis/Sepsis,UKR,0.02749918,0,1
Pneumonia,UKR,0.00492978,0,1
Preterm Delivery,UKR,0.1321752,0,1
Stillbirth,UKR,0.22017139,0,1
Birth asphyxia,UKR,0.32448354,7,0
Congenital malformation,UKR,0.38801224,7,0
Meningitis/Sepsis,UKR,0.08817198,7,0
Pneumonia,UKR,0.04960169,7,0
Preterm Delivery,UKR,0.14973056,7,0
Stillbirth,UKR,0,7,0
Birth asphyxia,UKR,0.33542609,7,1
Congenital malformation,UKR,0.41499061,7,1
Meningitis/Sepsis,UKR,0.08301929,7,1
Pneumonia,UKR,0.0375188,7,1
Preterm Delivery,UKR,0.12904521,7,1
Stillbirth,UKR,0,7,1
Birth asphyxia,UGA,0.48062503,0,0
Congenital malformation,UGA,0.02053673,0,0
Meningitis/Sepsis,UGA,0.11002585,0,0
Pneumonia,UGA,0.03757265,0,0
Preterm Delivery,UGA,0.11915289,0,0
Stillbirth,UGA,0.23208686,0,0
Birth asphyxia,UGA,0.45633174,0,1
Congenital malformation,UGA,0.02604999,0,1
Meningitis/Sepsis,UGA,0.10841054,0,1
Pneumonia,UGA,0.03632661,0,1
Preterm Delivery,UGA,0.13526098,0,1
Stillbirth,UGA,0.23762014,0,1
Birth asphyxia,UGA,0.43867734,7,0
Congenital malformation,UGA,0.05495011,7,0
Meningitis/Sepsis,UGA,0.26216412,7,0
Pneumonia,UGA,0.11802364,7,0
Preterm Delivery,UGA,0.12618479,7,0
Stillbirth,UGA,0,7,0
Birth asphyxia,UGA,0.38966847,7,1
Congenital malformation,UGA,0.08177633,7,1
Meningitis/Sepsis,UGA,0.26818781,7,1
Pneumonia,UGA,0.12043731,7,1
Preterm Delivery,UGA,0.13993008,7,1
Stillbirth,UGA,0,7,1
Birth asphyxia,TZA,0.51015901,0,0
Congenital malformation,TZA,0.02025235,0,0
Meningitis/Sepsis,TZA,0.08204039,0,0
Pneumonia,TZA,0.05029363,0,0
Preterm Delivery,TZA,0.11591749,0,0
Stillbirth,TZA,0.22133713,0,0
Birth asphyxia,TZA,0.47834311,0,1
Congenital malformation,TZA,0.02622788,0,1
Meningitis/Sepsis,TZA,0.07749976,0,1
Pneumonia,TZA,0.04705785,0,1
Preterm Delivery,TZA,0.14203458,0,1
Stillbirth,TZA,0.22883682,0,1
Birth asphyxia,TZA,0.40988486,7,0
Congenital malformation,TZA,0.06382928,7,0
Meningitis/Sepsis,TZA,0.14494516,7,0
Pneumonia,TZA,0.2633577,7,0
Preterm Delivery,TZA,0.11798299,7,0
Stillbirth,TZA,0,7,0
Birth asphyxia,TZA,0.38478867,7,1
Congenital malformation,TZA,0.09186701,7,1
Meningitis/Sepsis,TZA,0.14964385,7,1
Pneumonia,TZA,0.25014874,7,1
Preterm Delivery,TZA,0.12355173,7,1
Stillbirth,TZA,0,7,1
Birth asphyxia,TWN,0.10989895,0,0
Congenital malformation,TWN,0.27728505,0,0
Meningitis/Sepsis,TWN,0.01844169,0,0
Pneumonia,TWN,0.00447775,0,0
Preterm Delivery,TWN,0.30062368,0,0
Stillbirth,TWN,0.28927288,0,0
Birth asphyxia,TWN,0.19007863,0,1
Congenital malformation,TWN,0.27116845,0,1
Meningitis/Sepsis,TWN,0.01114349,0,1
Pneumonia,TWN,0.00458481,0,1
Preterm Delivery,TWN,0.25397615,0,1
Stillbirth,TWN,0.26904846,0,1
Birth asphyxia,TWN,0.13303893,7,0
Congenital malformation,TWN,0.42210192,7,0
Meningitis/Sepsis,TWN,0.04798097,7,0
Pneumonia,TWN,0.02755722,7,0
Preterm Delivery,TWN,0.36932096,7,0
Stillbirth,TWN,0,7,0
Birth asphyxia,TWN,0.19382369,7,1
Congenital malformation,TWN,0.41458771,7,1
Meningitis/Sepsis,TWN,0.0385959,7,1
Pneumonia,TWN,0.03092356,7,1
Preterm Delivery,TWN,0.32206914,7,1
Stillbirth,TWN,0,7,1
Birth asphyxia,TUR,0.17766967,0,0
Congenital malformation,TUR,0.22345291,0,0
Meningitis/Sepsis,TUR,0.04456594,0,0
Pneumonia,TUR,0.02117425,0,0
Preterm Delivery,TUR,0.25414194,0,0
Stillbirth,TUR,0.2789953,0,0
Birth asphyxia,TUR,0.18225721,0,1
Congenital malformation,TUR,0.23057512,0,1
Meningitis/Sepsis,TUR,0.0392114,0,1
Pneumonia,TUR,0.02234265,0,1
Preterm Delivery,TUR,0.2492934,0,1
Stillbirth,TUR,0.27632021,0,1
Birth asphyxia,TUR,0.10392143,7,0
Congenital malformation,TUR,0.37989389,7,0
Meningitis/Sepsis,TUR,0.17636022,7,0
Pneumonia,TUR,0.07643434,7,0
Preterm Delivery,TUR,0.26339011,7,0
Stillbirth,TUR,0,7,0
Birth asphyxia,TUR,0.09906586,7,1
Congenital malformation,TUR,0.39606504,7,1
Meningitis/Sepsis,TUR,0.20712065,7,1
Pneumonia,TUR,0.07720269,7,1
Preterm Delivery,TUR,0.22054576,7,1
Stillbirth,TUR,0,7,1
Birth asphyxia,TUN,0.2454953,0,0
Congenital malformation,TUN,0.19149523,0,0
Meningitis/Sepsis,TUN,0.0359431,0,0
Pneumonia,TUN,0.01106681,0,0
Preterm Delivery,TUN,0.24901684,0,0
Stillbirth,TUN,0.26698272,0,0
Birth asphyxia,TUN,0.23741047,0,1
Congenital malformation,TUN,0.18906142,0,1
Meningitis/Sepsis,TUN,0.04146189,0,1
Pneumonia,TUN,0.0103312,0,1
Preterm Delivery,TUN,0.2519086,0,1
Stillbirth,TUN,0.26982643,0,1
Birth asphyxia,TUN,0.22561689,7,0
Congenital malformation,TUN,0.35140578,7,0
Meningitis/Sepsis,TUN,0.10552045,7,0
Pneumonia,TUN,0.0473466,7,0
Preterm Delivery,TUN,0.27011029,7,0
Stillbirth,TUN,0,7,0
Birth asphyxia,TUN,0.185751,7,1
Congenital malformation,TUN,0.41088257,7,1
Meningitis/Sepsis,TUN,0.10860618,7,1
Pneumonia,TUN,0.05146315,7,1
Preterm Delivery,TUN,0.24329709,7,1
Stillbirth,TUN,0,7,1
Birth asphyxia,TTO,0.35859726,0,0
Congenital malformation,TTO,0.14865308,0,0
Meningitis/Sepsis,TTO,0.03691261,0,0
Pneumonia,TTO,0.01872175,0,0
Preterm Delivery,TTO,0.19396949,0,0
Stillbirth,TTO,0.24314582,0,0
Birth asphyxia,TTO,0.3724931,0,1
Congenital malformation,TTO,0.1528887,0,1
Meningitis/Sepsis,TTO,0.02568509,0,1
Pneumonia,TTO,0.0143511,0,1
Preterm Delivery,TTO,0.19571073,0,1
Stillbirth,TTO,0.23887128,0,1
Birth asphyxia,TTO,0.29342043,7,0
Congenital malformation,TTO,0.27965705,7,0
Meningitis/Sepsis,TTO,0.13195924,7,0
Pneumonia,TTO,0.06032157,7,0
Preterm Delivery,TTO,0.23464171,7,0
Stillbirth,TTO,0,7,0
Birth asphyxia,TTO,0.26337581,7,1
Congenital malformation,TTO,0.35752165,7,1
Meningitis/Sepsis,TTO,0.13198443,7,1
Pneumonia,TTO,0.04332099,7,1
Preterm Delivery,TTO,0.20379711,7,1
Stillbirth,TTO,0,7,1
Birth asphyxia,TON,0.36854479,0,0
Congenital malformation,TON,0.14171882,0,0
Meningitis/Sepsis,TON,0.0601985,0,0
Pneumonia,TON,0.0199126,0,0
Preterm Delivery,TON,0.16689539,0,0
Stillbirth,TON,0.2427299,0,0
Birth asphyxia,TON,0.30598413,0,1
Congenital malformation,TON,0.07307944,0,1
Meningitis/Sepsis,TON,0.071582,0,1
Pneumonia,TON,0.0269276,0,1
Preterm Delivery,TON,0.25372495,0,1
Stillbirth,TON,0.26870188,0,1
Birth asphyxia,TON,0.32062029,7,0
Congenital malformation,TON,0.22296492,7,0
Meningitis/Sepsis,TON,0.18047717,7,0
Pneumonia,TON,0.11762029,7,0
Preterm Delivery,TON,0.15831734,7,0
Stillbirth,TON,0,7,0
Birth asphyxia,TON,0.26186136,7,1
Congenital malformation,TON,0.26953731,7,1
Meningitis/Sepsis,TON,0.16998632,7,1
Pneumonia,TON,0.11101482,7,1
Preterm Delivery,TON,0.18760019,7,1
Stillbirth,TON,0,7,1
Birth asphyxia,TLS,0.40139174,0,0
Congenital malformation,TLS,0.11456027,0,0
Meningitis/Sepsis,TLS,0.02662956,0,0
Pneumonia,TLS,0.03374912,0,0
Preterm Delivery,TLS,0.18904848,0,0
Stillbirth,TLS,0.23462084,0,0
Birth asphyxia,TLS,0.3740175,0,1
Congenital malformation,TLS,0.12501877,0,1
Meningitis/Sepsis,TLS,0.0206162,0,1
Pneumonia,TLS,0.03518774,0,1
Preterm Delivery,TLS,0.20552079,0,1
Stillbirth,TLS,0.23963899,0,1
Birth asphyxia,TLS,0.37575551,7,0
Congenital malformation,TLS,0.18987278,7,0
Meningitis/Sepsis,TLS,0.08975163,7,0
Pneumonia,TLS,0.15823119,7,0
Preterm Delivery,TLS,0.18638889,7,0
Stillbirth,TLS,0,7,0
Birth asphyxia,TLS,0.33739931,7,1
Congenital malformation,TLS,0.21087828,7,1
Meningitis/Sepsis,TLS,0.07356195,7,1
Pneumonia,TLS,0.16304079,7,1
Preterm Delivery,TLS,0.21511968,7,1
Stillbirth,TLS,0,7,1
Birth asphyxia,TKM,0.55650664,0,0
Congenital malformation,TKM,0.03396157,0,0
Meningitis/Sepsis,TKM,0.01238941,0,0
Pneumonia,TKM,0.08188477,0,0
Preterm Delivery,TKM,0.11576982,0,0
Stillbirth,TKM,0.19948779,0,0
Birth asphyxia,TKM,0.55515389,0,1
Congenital malformation,TKM,0.03715697,0,1
Meningitis/Sepsis,TKM,0.01222861,0,1
Pneumonia,TKM,0.07761774,0,1
Preterm Delivery,TKM,0.11794081,0,1
Stillbirth,TKM,0.19990197,0,1
Birth asphyxia,TKM,0.49140714,7,0
Congenital malformation,TKM,0.0629077,7,0
Meningitis/Sepsis,TKM,0.06212946,7,0
Pneumonia,TKM,0.28166929,7,0
Preterm Delivery,TKM,0.1018864,7,0
Stillbirth,TKM,0,7,0
Birth asphyxia,TKM,0.47631327,7,1
Congenital malformation,TKM,0.07058444,7,1
Meningitis/Sepsis,TKM,0.0473591,7,1
Pneumonia,TKM,0.29860625,7,1
Preterm Delivery,TKM,0.10713695,7,1
Stillbirth,TKM,0,7,1
Birth asphyxia,TJK,0.41384741,0,0
Congenital malformation,TJK,0.11298948,0,0
Meningitis/Sepsis,TJK,0.01697008,0,0
Pneumonia,TJK,0.06028745,0,0
Preterm Delivery,TJK,0.16818119,0,0
Stillbirth,TJK,0.22772439,0,0
Birth asphyxia,TJK,0.40302849,0,1
Congenital malformation,TJK,0.12615891,0,1
Meningitis/Sepsis,TJK,0.01413496,0,1
Pneumonia,TJK,0.05632606,0,1
Preterm Delivery,TJK,0.17141976,0,1
Stillbirth,TJK,0.22893182,0,1
Birth asphyxia,TJK,0.3495766,7,0
Congenital malformation,TJK,0.17555542,7,0
Meningitis/Sepsis,TJK,0.07022729,7,0
Pneumonia,TJK,0.29736011,7,0
Preterm Delivery,TJK,0.10728058,7,0
Stillbirth,TJK,0,7,0
Birth asphyxia,TJK,0.34312462,7,1
Congenital malformation,TJK,0.18093214,7,1
Meningitis/Sepsis,TJK,0.05085048,7,1
Pneumonia,TJK,0.31344637,7,1
Preterm Delivery,TJK,0.1116464,7,1
Stillbirth,TJK,0,7,1
Birth asphyxia,THA,0.30619005,0,0
Congenital malformation,THA,0.15514563,0,0
Meningitis/Sepsis,THA,0.05830197,0,0
Pneumonia,THA,0.01533503,0,0
Preterm Delivery,THA,0.20768875,0,0
Stillbirth,THA,0.25733858,0,0
Birth asphyxia,THA,0.29198021,0,1
Congenital malformation,THA,0.16711388,0,1
Meningitis/Sepsis,THA,0.05182805,0,1
Pneumonia,THA,0.01453985,0,1
Preterm Delivery,THA,0.21554381,0,1
Stillbirth,THA,0.2589942,0,1
Birth asphyxia,THA,0.21809256,7,0
Congenital malformation,THA,0.35132256,7,0
Meningitis/Sepsis,THA,0.10694352,7,0
Pneumonia,THA,0.13026349,7,0
Preterm Delivery,THA,0.19337787,7,0
Stillbirth,THA,0,7,0
Birth asphyxia,THA,0.17715114,7,1
Congenital malformation,THA,0.39725519,7,1
Meningitis/Sepsis,THA,0.09834298,7,1
Pneumonia,THA,0.11781404,7,1
Preterm Delivery,THA,0.20943666,7,1
Stillbirth,THA,0,7,1
Birth asphyxia,TGO,0.37479994,0,0
Congenital malformation,TGO,0.0397644,0,0
Meningitis/Sepsis,TGO,0.13242579,0,0
Pneumonia,TGO,0.06563046,0,0
Preterm Delivery,TGO,0.1331206,0,0
Stillbirth,TGO,0.25425881,0,0
Birth asphyxia,TGO,0.34080734,0,1
Congenital malformation,TGO,0.04121265,0,1
Meningitis/Sepsis,TGO,0.12510558,0,1
Pneumonia,TGO,0.0803639,0,1
Preterm Delivery,TGO,0.15196516,0,1
Stillbirth,TGO,0.26054537,0,1
Birth asphyxia,TGO,0.24194674,7,0
Congenital malformation,TGO,0.08160353,7,0
Meningitis/Sepsis,TGO,0.30584037,7,0
Pneumonia,TGO,0.25867486,7,0
Preterm Delivery,TGO,0.1119345,7,0
Stillbirth,TGO,0,7,0
Birth asphyxia,TGO,0.18516637,7,1
Congenital malformation,TGO,0.08134643,7,1
Meningitis/Sepsis,TGO,0.29164588,7,1
Pneumonia,TGO,0.33085999,7,1
Preterm Delivery,TGO,0.11098132,7,1
Stillbirth,TGO,0,7,1
Birth asphyxia,TCD,0.34715567,0,0
Congenital malformation,TCD,0.02826601,0,0
Meningitis/Sepsis,TCD,0.13175266,0,0
Pneumonia,TCD,0.09918853,0,0
Preterm Delivery,TCD,0.13485817,0,0
Stillbirth,TCD,0.25877896,0,0
Birth asphyxia,TCD,0.33891765,0,1
Congenital malformation,TCD,0.02854301,0,1
Meningitis/Sepsis,TCD,0.11683484,0,1
Pneumonia,TCD,0.10178415,0,1
Preterm Delivery,TCD,0.15420895,0,1
Stillbirth,TCD,0.2597114,0,1
Birth asphyxia,TCD,0.15821223,7,0
Congenital malformation,TCD,0.06399968,7,0
Meningitis/Sepsis,TCD,0.24616111,7,0
Pneumonia,TCD,0.45061022,7,0
Preterm Delivery,TCD,0.08101676,7,0
Stillbirth,TCD,0,7,0
Birth asphyxia,TCD,0.13972049,7,1
Congenital malformation,TCD,0.06227829,7,1
Meningitis/Sepsis,TCD,0.24765058,7,1
Pneumonia,TCD,0.46477915,7,1
Preterm Delivery,TCD,0.08557148,7,1
Stillbirth,TCD,0,7,1
Birth asphyxia,SYR,0.38716105,0,0
Congenital malformation,SYR,0.20443853,0,0
Meningitis/Sepsis,SYR,0.0233775,0,0
Pneumonia,SYR,0.00352086,0,0
Preterm Delivery,SYR,0.1527383,0,0
