iso3,age,sex,gs_text34,full_hce0,full_hce1,short_hce0,short_hce1
ALB,0,1,Birth asphyxia,0.2055025081342193,0.21142024417807528,0.20999452987962985,0.2644389129679081
ALB,0,1,Congenital malformation,0.3705642949503338,0.3787132606615142,0.3775090573204472,0.3508204038987454
ALB,0,1,Meningitis/Sepsis,0.0435885749371611,0.02001155750630117,0.03538839473316361,0.042036909932790516
ALB,0,1,Pneumonia,0.1328060183343541,0.1330425791486194,0.093600817225934,0.11455545184576955
ALB,0,1,Preterm Delivery,0.2185835090917136,0.2266394743398036,0.2507862421828089,0.2159471901042795
ALB,0,1,Stillbirth,0.028955094552218126,0.03017288416568645,0.03272095865801637,0.012201131250506744
ALB,0,2,Birth asphyxia,0.17627051216447287,0.17999613739431267,0.17730417735833864,0.2380707573950597
ALB,0,2,Congenital malformation,0.3474413048482383,0.3540085483846828,0.3518050600881213,0.3273220073045155
ALB,0,2,Meningitis/Sepsis,0.04683530712427488,0.02249538041002624,0.03866815785639113,0.0451642947114104
ALB,0,2,Pneumonia,0.140039484403885,0.14089316870493326,0.0999534618650907,0.12093435231307653
ALB,0,2,Preterm Delivery,0.25928529900491176,0.2711090212084948,0.2980565187074281,0.2558219472734946
ALB,0,2,Stillbirth,0.030128092454217086,0.031497743897550314,0.034212624124630116,0.0126866410024432
ALB,7,1,Birth asphyxia,0.14389116624337034,0.1447816856886952,0.1407324696131076,0.2058384307508052
ALB,7,1,Congenital malformation,0.3797255491629756,0.3890579020043729,0.3887654401930885,0.3517064673193337
ALB,7,1,Meningitis/Sepsis,0.07866276889345201,0.055678242853816035,0.0742583003892829,0.07497784581209875
ALB,7,1,Pneumonia,0.2367963715369077,0.24598062369475165,0.20723009876657075,0.2111405816147406
ALB,7,1,Preterm Delivery,0.1609241441632942,0.16450154575836434,0.18901369103795027,0.15633667450302186
ALB,7,1,Stillbirth,0.0,0.0,0.0,0.0
ALB,7,2,Birth asphyxia,0.1278762588079039,0.12734772112878412,0.12236955513430225,0.19254654955679576
ALB,7,2,Congenital malformation,0.3939661288079567,0.4049546064433602,0.4053471979360472,0.3644562465982911
ALB,7,2,Meningitis/Sepsis,0.07901951402306845,0.05517223684838745,0.07448543615585435,0.0751946837414798
ALB,7,2,Pneumonia,0.2425981628455177,0.2526667487600629,0.21263405034082192,0.2158453917068596
ALB,7,2,Preterm Delivery,0.15653993551555334,0.1598586868194053,0.1851637604329742,0.1519571283965739
ALB,7,2,Stillbirth,0.0,0.0,0.0,0.0
ALB,99,3,Birth asphyxia,0.1330113485334275,0.1330428321989629,0.1316244638607584,0.15467332570220008
ALB,99,3,Congenital malformation,0.44335393801646106,0.4480924527031864,0.4485328233129235,0.43579916064967705
ALB,99,3,Meningitis/Sepsis,0.04628044184859224,0.038372337259656636,0.04367668727203285,0.04570531829773492
ALB,99,3,Pneumonia,0.13596746077826566,0.13613353452375485,0.12313428207294755,0.12937796407492935
ALB,99,3,Preterm Delivery,0.23107771133817104,0.23414467658626886,0.24221655248852764,0.23005190861277186
ALB,99,3,Stillbirth,0.010309099485082471,0.0102141667281705,0.010815190992809831,0.004392322662686926
AND,0,1,Birth asphyxia,0.1941186112855951,0.1978867113806832,0.1964531932794152,0.2396674459940553
AND,0,1,Congenital malformation,0.414733244298264,0.42354373996247696,0.4238682979971541,0.3989438143461516
AND,0,1,Meningitis/Sepsis,0.05721282419303009,0.040279974505335166,0.052310788988209636,0.05583849013669272
AND,0,1,Pneumonia,0.08409228080596609,0.08132242061685713,0.05047057392915758,0.0706739963556019
AND,0,1,Preterm Delivery,0.22762726663265986,0.2342420321009453,0.25247331809831025,0.2254776192504286
AND,0,1,Stillbirth,0.022215772784484833,0.022725121433702148,0.024423827707753382,0.009398633917069858
AND,0,2,Birth asphyxia,0.19193477594025535,0.19554313466632126,0.19405732817704746,0.2371904195320487
AND,0,2,Congenital malformation,0.38017418663717467,0.38684228849794855,0.3861705509806013,0.3649472976307424
AND,0,2,Meningitis/Sepsis,0.05715889710057059,0.040351256906377087,0.05229026770194888,0.0557949731811247
AND,0,2,Pneumonia,0.08395780469902775,0.08120087954883293,0.05058611305817785,0.07063604294622701
AND,0,2,Preterm Delivery,0.26471753820962546,0.27350970590338697,0.29266220192515585,0.2620990113656422
AND,0,2,Stillbirth,0.02205679741334628,0.0225527344771333,0.024233538157068853,0.009332255344215041
AND,7,1,Birth asphyxia,0.15173538976555254,0.15290003704907296,0.15019004367244146,0.19869793211041048
AND,7,1,Congenital malformation,0.4434365007471045,0.4544474428756647,0.4562474453440894,0.4203609472221971
AND,7,1,Meningitis/Sepsis,0.11762336571697325,0.10315249524844586,0.11819674389621995,0.11375463162349565
AND,7,1,Pneumonia,0.09945666786754173,0.09737602613684856,0.06447248399082152,0.08366352381167819
AND,7,1,Preterm Delivery,0.187748075902828,0.1921239986899678,0.21089328309642769,0.1835229652322187
AND,7,1,Stillbirth,0.0,0.0,0.0,0.0
AND,7,2,Birth asphyxia,0.14911110576765932,0.15010284813779673,0.1473167039761908,0.19599613456334253
AND,7,2,Congenital malformation,0.4373012961172589,0.44787926950773305,0.4494712820711066,0.4144656578823105
AND,7,2,Meningitis/Sepsis,0.10596224464682527,0.0907911917194835,0.10540234021156736,0.10242276206355404
AND,7,2,Pneumonia,0.10014987371205722,0.0981210532669845,0.06535797730166176,0.08438794326015546
AND,7,2,Preterm Delivery,0.2074754797561992,0.21310563736800214,0.2324516964394736,0.20272750223063746
AND,7,2,Stillbirth,0.0,0.0,0.0,0.0
AND,99,3,Birth asphyxia,0.15248831746215818,0.1528703042439882,0.1520711434010369,0.1673031932204654
AND,99,3,Congenital malformation,0.4773458364687309,0.4812000326946093,0.481769826075951,0.4720067512110422
AND,99,3,Meningitis/Sepsis,0.07828265096728908,0.0734929873774895,0.07737686796092491,0.07775194643123587
AND,99,3,Pneumonia,0.035706045495567516,0.03396302220271734,0.024312971789282916,0.03159791752328573
AND,99,3,Preterm Delivery,0.2491011392778441,0.25152210369505845,0.2571368986399796,0.2483195486674395
AND,99,3,Stillbirth,0.0070760103284102285,0.006951549786137358,0.007332292132824637,0.0030206429465313533
ARE,0,1,Birth asphyxia,0.15664549308314868,0.15813650277339264,0.15563427290894652,0.2024207676159314
ARE,0,1,Congenital malformation,0.3381340084095907,0.3422829979375861,0.3404020486663293,0.3234368146239109
ARE,0,1,Meningitis/Sepsis,0.08454212405478014,0.06935802807250614,0.0821005974880565,0.08281860007117173
ARE,0,1,Pneumonia,0.08207651884779567,0.07920262323447491,0.04849002588609388,0.06876212706936015
ARE,0,1,Preterm Delivery,0.3165161792639773,0.328435809368317,0.34910496763779025,0.3132173762405496
ARE,0,1,Stillbirth,0.022085676340707492,0.022584038613723108,0.02426808741278343,0.009344314379076015
ARE,0,2,Birth asphyxia,0.1449988973177455,0.1457912370461106,0.14294771026124112,0.19102241099699774
ARE,0,2,Congenital malformation,0.3432725900380054,0.34774063841814795,0.3460036773719777,0.3284773710701744
ARE,0,2,Meningitis/Sepsis,0.08386472157104047,0.06860568002404352,0.08135720858004351,0.08214646397974798
ARE,0,2,Pneumonia,0.08363736094979035,0.08085109119881499,0.05011241938257142,0.0702746865591987
ARE,0,2,Preterm Delivery,0.3220939550811064,0.3343765754569833,0.35525489238830993,0.31871521205686804
ARE,0,2,Stillbirth,0.02213247504231185,0.022634777855899516,0.024324092015856464,0.009363855337013187
ARE,7,1,Birth asphyxia,0.12408911513837186,0.12349396263749896,0.12003048096438892,0.17001735621206945
ARE,7,1,Congenital malformation,0.3721265964750988,0.3782711306410033,0.37774811206828995,0.3517875532925093
ARE,7,1,Meningitis/Sepsis,0.1853613698963702,0.17567709641247864,0.192227911577291,0.17985963870936508
ARE,7,1,Pneumonia,0.0895103392928099,0.08689873193342923,0.055070520663446414,0.0745701260383363
ARE,7,1,Preterm Delivery,0.2289125791973492,0.2356590783755898,0.25492297472658354,0.22376532574771985
ARE,7,1,Stillbirth,0.0,0.0,0.0,0.0
ARE,7,2,Birth asphyxia,0.11605429631967495,0.11494596794003745,0.11117581994867302,0.16279514525220498
ARE,7,2,Congenital malformation,0.3909479450232216,0.3983622210702235,0.39843293395604107,0.3698431922231877
ARE,7,2,Meningitis/Sepsis,0.16387163894567078,0.15269960861927104,0.16880534313058507,0.1588695750009368
ARE,7,2,Pneumonia,0.09573394740224453,0.09347608489648662,0.06137799007100968,0.0804334084671495
ARE,7,2,Preterm Delivery,0.23339217230918816,0.2405161174739813,0.2602079128936913,0.22805867905652094
ARE,7,2,Stillbirth,0.0,0.0,0.0,0.0
ARE,99,3,Birth asphyxia,0.10782339494825822,0.1073871629180847,0.10623827054491797,0.12254249620155143
ARE,99,3,Congenital malformation,0.4057364015248262,0.4082159443625842,0.4081883547394736,0.4007953034965388
ARE,99,3,Meningitis/Sepsis,0.1335243832124401,0.12983037821626045,0.13409090498796133,0.13277480761511964
ARE,99,3,Pneumonia,0.03186610876906672,0.03008716388523703,0.020594534303028912,0.027851780129491573
ARE,99,3,Preterm Delivery,0.3141084133580981,0.31766254596250393,0.32369891015979496,0.3130722378896803
ARE,99,3,Stillbirth,0.006941298187310703,0.006816804655329808,0.007189025264823176,0.002963374667618406
ARG,0,1,Birth asphyxia,0.1403014000393794,0.1408157678829341,0.13780589162181442,0.18682236157267687
ARG,0,1,Congenital malformation,0.27336347571882885,0.27362020941489346,0.26982958796265144,0.25935242995752783
ARG,0,1,Meningitis/Sepsis,0.09222301897439412,0.07731773211518346,0.0904417539705025,0.09037801977002284
ARG,0,1,Pneumonia,0.08966422759823267,0.0872165970378077,0.05633154682131136,0.0760954822644634
ARG,0,1,Preterm Delivery,0.3821032395701519,0.3981647257740782,0.42101296447243053,0.37789927526016215
ARG,0,1,Stillbirth,0.02234463809901311,0.02286496777510304,0.024578255151289655,0.009452431175146978
ARG,0,2,Birth asphyxia,0.13839161994611912,0.13878813871525889,0.13573494411436818,0.18476780145443453
ARG,0,2,Congenital malformation,0.27347418732206463,0.2737366278031168,0.26996447991712896,0.2595128633701788
ARG,0,2,Meningitis/Sepsis,0.07871005091930565,0.06304371164535345,0.07572438310560459,0.07704976613679003
ARG,0,2,Pneumonia,0.08844219979426761,0.08593006191965498,0.05513439701409098,0.07493911370399628
ARG,0,2,Preterm Delivery,0.3987200144179065,0.4157262619538117,0.4389626763357902,0.3943125522755517
ARG,0,2,Stillbirth,0.0222619276003366,0.02277519796280422,0.024479119513017157,0.00941790305904883
ARG,7,1,Birth asphyxia,0.11066614015082396,0.10915720063151392,0.1050390560507707,0.15938845260198875
ARG,7,1,Congenital malformation,0.3106578479810421,0.3131306191559589,0.3105401259978217,0.2909442739322
ARG,7,1,Meningitis/Sepsis,0.19949146742775886,0.1901730156494619,0.20816374747536168,0.193309013545044
ARG,7,1,Pneumonia,0.11870296528055875,0.11785286730908995,0.08509465565329181,0.10216783942521687
ARG,7,1,Preterm Delivery,0.26048157915981623,0.26968629725397536,0.2911624148227541,0.2541904204955505
ARG,7,1,Stillbirth,0.0,0.0,0.0,0.0
ARG,7,2,Birth asphyxia,0.10839346853698807,0.10674509575385464,0.10257621204939904,0.15692451101686938
ARG,7,2,Congenital malformation,0.32577703636453154,0.3292205561691486,0.32714531149931025,0.30575052070862063
ARG,7,2,Meningitis/Sepsis,0.1807010543720693,0.17021176061047247,0.1874763658349833,0.17506732481644874
ARG,7,2,Pneumonia,0.1185595238440424,0.11770493114130387,0.08513478106614736,0.10211445502803038
ARG,7,2,Preterm Delivery,0.2665689168823687,0.2761176563252205,0.2976673295501601,0.26014318843003104
ARG,7,2,Stillbirth,0.0,0.0,0.0,0.0
ARG,99,3,Birth asphyxia,0.09362454029674057,0.09290795358519716,0.09160121433022697,0.1088728383201388
ARG,99,3,Congenital malformation,0.3260980577271046,0.3271655699872171,0.32646465536084,0.3213402354418989
ARG,99,3,Meningitis/Sepsis,0.14262630905541168,0.13898262296309455,0.14345897020114534,0.14181395514580047
ARG,99,3,Pneumonia,0.04936488542857724,0.047856015433866576,0.038199119746904264,0.04514796181253974
ARG,99,3,Preterm Delivery,0.38112303219260013,0.38604905130688105,0.3928509698636263,0.3797673160221669
ARG,99,3,Stillbirth,0.0071631752995655685,0.007038786723743566,0.0074250704972570955,0.0030576932574554586
ARM,0,1,Birth asphyxia,0.1429129440064409,0.14362940346285175,0.14050371137806522,0.19215300620755565
ARM,0,1,Congenital malformation,0.2870458354016083,0.288205401280181,0.2845921167450797,0.27201326558859323
ARM,0,1,Meningitis/Sepsis,0.11543886686118865,0.10108415087933437,0.11576791656370615,0.11315951112967294
ARM,0,1,Pneumonia,0.11341580775964635,0.11235034891569023,0.08016748362879272,0.09871074890141422
ARM,0,1,Preterm Delivery,0.3174995280509961,0.3304030974735092,0.35277227086827456,0.31395112257761304
ARM,0,1,Stillbirth,0.023687017920119763,0.0243275979884334,0.026196500816081717,0.01001234559515098
ARM,0,2,Birth asphyxia,0.13745508735636308,0.13780710369594876,0.13461240486793286,0.1854022184961615
ARM,0,2,Congenital malformation,0.3019973838807383,0.30406190985709136,0.30100964319089546,0.28717867923312257
ARM,0,2,Meningitis/Sepsis,0.11408216278272695,0.10007166061395564,0.1142749159265666,0.11188456613621213
ARM,0,2,Pneumonia,0.11604955287941555,0.1151814932083814,0.0840691407931619,0.10171695005963588
ARM,0,2,Preterm Delivery,0.3073955806285953,0.31927809072270513,0.3406434015056285,0.3040832494487449
ARM,0,2,Stillbirth,0.02302023247216094,0.02359974190191759,0.02539049371581476,0.00973433662612293
ARM,7,1,Birth asphyxia,0.09290769468275707,0.09029526175605204,0.08569626674270513,0.14111182151807558
ARM,7,1,Congenital malformation,0.3270995421708778,0.3305698669920325,0.32857178244765617,0.3073450946362086
ARM,7,1,Meningitis/Sepsis,0.24918369508236166,0.2432566636701277,0.2624527711513259,0.24178300343464035
ARM,7,1,Pneumonia,0.19190700087880053,0.19576425263114716,0.166142160013831,0.17372949753169215
ARM,7,1,Preterm Delivery,0.1389020671852029,0.14011395495064055,0.15713701964448196,0.13603058287938333
ARM,7,1,Stillbirth,0.0,0.0,0.0,0.0
ARM,7,2,Birth asphyxia,0.0926094887843107,0.09000700552904875,0.08545160632504731,0.1403346082198203
ARM,7,2,Congenital malformation,0.3443733356226075,0.3488994271773703,0.3474774420756125,0.32435565016930257
ARM,7,2,Meningitis/Sepsis,0.21966197397170856,0.21193054459375105,0.2299626097857549,0.21312701980179888
ARM,7,2,Pneumonia,0.20955133681937232,0.21448355335753747,0.1857634585931322,0.1910847361125821
ARM,7,2,Preterm Delivery,0.13380386480200074,0.13467946934229238,0.15134488322045314,0.13109798569649622
ARM,7,2,Stillbirth,0.0,0.0,0.0,0.0
ARM,99,3,Birth asphyxia,0.08270533833607105,0.08177027585229661,0.08034999745268008,0.09822421346998017
ARM,99,3,Congenital malformation,0.3515166569758011,0.35308375674177983,0.35259052688972314,0.3465789069882833
ARM,99,3,Meningitis/Sepsis,0.19045278485141456,0.18766442135212,0.19261837590267752,0.18942103545789946
ARM,99,3,Pneumonia,0.11573104239796722,0.11546219910752192,0.10622876743116484,0.11116444979352257
ARM,99,3,Preterm Delivery,0.25232569186251724,0.2548751098985649,0.2606750876593981,0.2515089430279063
ARM,99,3,Stillbirth,0.00726848557622877,0.007144237047716756,0.007537244664356285,0.003102451262408241
ASM,0,1,Birth asphyxia,0.2595098212469201,0.26844940647407484,0.2690213175678447,0.3106644323929331
ASM,0,1,Congenital malformation,0.1969723292664475,0.1919180198467218,0.18494926024272135,0.18217489129226788
ASM,0,1,Meningitis/Sepsis,0.07189249815535853,0.05332636354857753,0.06772175451292235,0.07009847820932465
ASM,0,1,Pneumonia,0.11640176229604443,0.115459164126325,0.08068728339702617,0.10055613461389896
ASM,0,1,Preterm Delivery,0.3297447404594165,0.3445502869099553,0.36923619774991817,0.3257477181419457
ASM,0,1,Stillbirth,0.025478848575813083,0.02629675909434552,0.02838418652956725,0.01075834534962966
ASM,0,2,Birth asphyxia,0.2591958156506357,0.26721419458403023,0.2676916850975997,0.3055682085589277
ASM,0,2,Congenital malformation,0.2368850265257557,0.2348535698567661,0.2298279670501128,0.22292786579276025
ASM,0,2,Meningitis/Sepsis,0.05238117345902515,0.03445860252603327,0.04682482242103345,0.05102110391465778
ASM,0,2,Pneumonia,0.10998752012057976,0.10873608243752353,0.07737902695764609,0.09571203059747063
ASM,0,2,Preterm Delivery,0.3184886151317637,0.3310924579439844,0.3528358258347191,0.3150190964881177
ASM,0,2,Stillbirth,0.023061849112240063,0.02364509265166255,0.025440672638888967,0.009751694648065816
ASM,7,1,Birth asphyxia,0.2121710765137996,0.21831860206856527,0.2174694600461178,0.2661549553091935
ASM,7,1,Congenital malformation,0.2236536621793697,0.21979467248070994,0.21316746158003452,0.20330346776466884
ASM,7,1,Meningitis/Sepsis,0.12106437995874213,0.1037774318145812,0.12217374615727443,0.11634370446450455
ASM,7,1,Pneumonia,0.17190333446918066,0.17505451432394595,0.13779256291343284,0.15073512173232978
ASM,7,1,Preterm Delivery,0.271207546878908,0.28305477931219764,0.3093967693031403,0.2634627507293034
ASM,7,1,Stillbirth,0.0,0.0,0.0,0.0
ASM,7,2,Birth asphyxia,0.20937411285162646,0.2146827848061557,0.21380341629899136,0.25832192696473
ASM,7,2,Congenital malformation,0.2218865335212584,0.21830698632426096,0.2123458986058876,0.20351774566940392
ASM,7,2,Meningitis/Sepsis,0.10140345209646046,0.08454440495219645,0.10030789389827817,0.09770851955956443
ASM,7,2,Pneumonia,0.17975647592456884,0.18312914352963466,0.15016400534676388,0.16036432542865325
ASM,7,2,Preterm Delivery,0.2875794256060858,0.29933668038775224,0.323378785850079,0.2800874823776483
ASM,7,2,Stillbirth,0.0,0.0,0.0,0.0
ASM,99,3,Birth asphyxia,0.2304060833590481,0.23250057582898306,0.2323318640947309,0.24698149127466001
ASM,99,3,Congenital malformation,0.2356641061471059,0.23495250456787076,0.2332885556025968,0.2307230265556696
ASM,99,3,Meningitis/Sepsis,0.07921112664957819,0.07373213759032649,0.07819865124106422,0.07859937590801852
ASM,99,3,Pneumonia,0.09221981239553298,0.09141981892336877,0.08086879475799212,0.08724588597767396
ASM,99,3,Preterm Delivery,0.3543971335452006,0.35941431137010704,0.3668841537096135,0.35299382609050484
ASM,99,3,Stillbirth,0.008101737903534236,0.007980651719343866,0.008427980594002292,0.003456394193473256
ATG,0,1,Birth asphyxia,0.19765433453965986,0.2017802428152752,0.20040367919165447,0.2446822883076075
ATG,0,1,Congenital malformation,0.14482501973083672,0.13702960905798778,0.12925693109327568,0.13217274992357522
ATG,0,1,Meningitis/Sepsis,0.11087539907693747,0.09669574536194317,0.11077017277047843,0.1087260122458618
ATG,0,1,Pneumonia,0.11158816122688334,0.11044233528135122,0.07926874577746879,0.09734647660975412
ATG,0,1,Preterm Delivery,0.4120862102253908,0.43050609814509794,0.454969467709976,0.4073587239822684
ATG,0,1,Stillbirth,0.022970875200291903,0.023545969338344543,0.025331003457146613,0.009713748930933054
ATG,0,2,Birth asphyxia,0.17127659924859315,0.1737348860362774,0.17157686793757593,0.21841991250928616
ATG,0,2,Congenital malformation,0.19303268282943345,0.18828640684699108,0.18200035497513906,0.17979377083673664
ATG,0,2,Meningitis/Sepsis,0.062294061837620436,0.04516331215716899,0.05770758066965651,0.06081226072328856
ATG,0,2,Pneumonia,0.10870774848507586,0.10738863523781207,0.07630608246025733,0.0945780141880372
ATG,0,2,Preterm Delivery,0.4418374259098359,0.4620108044327786,0.4872219173129056,0.4367320986950917
ATG,0,2,Stillbirth,0.0228514816894413,0.023415955288971627,0.02518719664446576,0.009663943047559648
ATG,7,1,Birth asphyxia,0.1406964080144526,0.14115560695370474,0.13803235849332832,0.18866193226087846
ATG,7,1,Congenital malformation,0.1817193440890807,0.17573498532544704,0.16883763867393067,0.16554406624826484
ATG,7,1,Meningitis/Sepsis,0.2268470636094493,0.21930818050391532,0.23824225457946505,0.21989811949842994
ATG,7,1,Pneumonia,0.17650126040417946,0.17944260833591688,0.14855654994941453,0.15834135982131287
ATG,7,1,Preterm Delivery,0.274235923882838,0.2843586188810159,0.3063311983038615,0.2675545221711139
ATG,7,1,Stillbirth,0.0,0.0,0.0,0.0
ATG,7,2,Birth asphyxia,0.12239357642414887,0.12164485688673304,0.11787512615064374,0.1712731703727588
ATG,7,2,Congenital malformation,0.2829576042392713,0.2836228282350817,0.28007038971652115,0.26382101589722085
ATG,7,2,Meningitis/Sepsis,0.13094083822255687,0.11698078983901325,0.1328602424960063,0.12660997775880542
ATG,7,2,Pneumonia,0.17687763085277242,0.17987102984759984,0.14870468122444325,0.15855454270585193
ATG,7,2,Preterm Delivery,0.2868303502612505,0.2978804951915722,0.3204895604123855,0.2797412932653631
ATG,7,2,Stillbirth,0.0,0.0,0.0,0.0
ATG,99,3,Birth asphyxia,0.13481070705443726,0.13486740644648684,0.13388652813136154,0.15022172329764782
ATG,99,3,Congenital malformation,0.20860913143273072,0.20744826894022206,0.2057148253347872,0.2042580381995979
ATG,99,3,Meningitis/Sepsis,0.13747775378107627,0.1336514899110447,0.1381864682642476,0.13666964819063512
ATG,99,3,Pneumonia,0.0966402826027581,0.09600323200172836,0.08653093524299249,0.09212186035370536
ATG,99,3,Preterm Delivery,0.41513720890322137,0.4208288360331472,0.4280838527539728,0.4136022973759354
ATG,99,3,Stillbirth,0.0073249162257763125,0.007200766667370849,0.007597390272638323,0.003126432582478358
AUS,0,1,Birth asphyxia,0.2433198417166191,0.2507222317873742,0.2507314141621533,0.2922627166935464
AUS,0,1,Congenital malformation,0.3534029605276148,0.3589983429032111,0.3574173842676977,0.33707129565472205
