iso3,age,sex,gs_text34,full_hce0,full_hce1,short_hce0,short_hce1
AFG,5,1,Sepsis,0.04250715514190419,0.034936265085484884,0.05084436515795631,0.050534090304958916
AFG,5,1,Violent Death,0.007925271278201938,0.009197249518830344,0.00654396344193227,0.007734903886780801
AFG,5,1,Other Digestive Diseases,0.0784375032319923,0.03052737852300452,0.04053409936462425,0.06383507959338247
AFG,5,2,AIDS,0.047472905565715935,0.03979539434413599,0.037193864116400084,0.029459916687418094
AFG,5,2,Bite of Venomous Animal,0.002741301514950461,0.0031813156172055233,0.002263481183900773,0.002675448989110269
AFG,5,2,Diarrhea/Dysentery,0.02916625063738939,0.04181000718777991,0.05432680693748355,0.06028369811417818
AFG,5,2,Drowning,0.0155782707129998,0.020645359528111817,0.02304171711489984,0.029841252035583438
AFG,5,2,Encephalitis,0.020026907458927767,0.017089978209830756,0.014426391592192837,0.017940369135007638
AFG,5,2,Falls,0.034511226714941334,0.0376302686424921,0.032203964056411766,0.03783684826927383
AFG,5,2,Fires,0.0028318157200495045,0.007495322356322066,0.002705237286812284,0.010686600323998678
AFG,5,2,Hemorrhagic fever,0.034925418634461435,0.03070677372617025,0.047648972129699985,0.01341407979227573
AFG,5,2,Malaria,0.07002244918820076,0.10504973587408513,0.08268745822159627,0.058792603590767226
AFG,5,2,Measles,0.022278876978030715,0.016464601407319018,0.045958894506706115,0.013846535990669484
AFG,5,2,Meningitis,0.04206210516458238,0.05456540524983871,0.03692817634286715,0.05276934032684463
AFG,5,2,Other Cancers,0.04209774423339893,0.044925431783450265,0.05446729382316395,0.06047861560599931
AFG,5,2,Other Cardiovascular Diseases,0.07831063678577138,0.07458522810355919,0.06627922552893485,0.05081253776705417
AFG,5,2,Other Defined Causes of Child Deaths,0.2137064696573201,0.20553191997118006,0.17457398171617095,0.22373446000423755
AFG,5,2,Other Infectious Diseases,0.056019762420434036,0.05718463975062784,0.08152510049165546,0.05117996284233864
AFG,5,2,Pneumonia,0.0923368394033804,0.09069524883865257,0.08411218018918791,0.09055984457467492
AFG,5,2,Poisonings,0.04174448513575816,0.05405377387197918,0.044708055972385786,0.051044003588699184
AFG,5,2,Road Traffic,0.026730610997211225,0.025598408364073132,0.018213067372668826,0.02393994664029778
AFG,5,2,Sepsis,0.042483312305043285,0.034907823832475995,0.05082528257490265,0.05051150798708683
AFG,5,2,Violent Death,0.005079972895424757,0.005895373791995148,0.004194512351454218,0.004957939968897346
AFG,5,2,Other Digestive Diseases,0.07987263787600847,0.032187989548715545,0.04171633649050464,0.06523448776558721
AFG,10,1,AIDS,0.0476755959023792,0.039997797286421485,0.03732975723477295,0.029592727518928327
AFG,10,1,Bite of Venomous Animal,0.0013988717424646053,0.0016243726171195438,0.0011542986584590464,0.0013651462973196787
AFG,10,1,Diarrhea/Dysentery,0.02768459514039767,0.0401437887200267,0.05318095880570453,0.05895003905788595
AFG,10,1,Drowning,0.025836097733931692,0.032578522707755415,0.0315288768441299,0.039903235164369215
AFG,10,1,Encephalitis,0.019875054885528813,0.0169010377315941,0.014284002059811153,0.017784649121483587
AFG,10,1,Falls,0.020316503217754592,0.02116071864168092,0.020483949591227603,0.023996345037633825
AFG,10,1,Fires,0.0023297209312176685,0.0069323105004416965,0.002290540552489552,0.010224951478359568
AFG,10,1,Hemorrhagic fever,0.03499264125655445,0.0307667210698181,0.04774325928155974,0.01340206647493195
AFG,10,1,Malaria,0.06693525024844375,0.1016152552953956,0.08017865152411607,0.05573931551934623
AFG,10,1,Measles,0.0112922189563975,0.003681910377453121,0.03696534321205027,0.0030943308609548666
AFG,10,1,Meningitis,0.047435785913960436,0.0608590136922217,0.0413466816903377,0.058052099706550994
AFG,10,1,Other Cancers,0.04206744938698469,0.04490239331782689,0.05448003305925924,0.0605153713364964
AFG,10,1,Other Cardiovascular Diseases,0.08079977403863829,0.07745962506366144,0.0682964662309176,0.0531424481739398
AFG,10,1,Other Defined Causes of Child Deaths,0.2406729558018991,0.23681036130496375,0.19670636960683552,0.2500869923293988
AFG,10,1,Other Infectious Diseases,0.04184759496519375,0.040732892152899366,0.06990855011496386,0.037332010114351236
AFG,10,1,Pneumonia,0.06509613583963933,0.059056242554542726,0.06160903910637343,0.06396947644287758
AFG,10,1,Poisonings,0.04060948417888967,0.052788655383693456,0.04378053536283337,0.0499699200887707
AFG,10,1,Road Traffic,0.04583500045613558,0.04777760212841788,0.03395133694079268,0.04257367871865324
AFG,10,1,Sepsis,0.04269131140799964,0.035116829333783996,0.051022365929297486,0.050743459042259256
AFG,10,1,Violent Death,0.016382348729734424,0.019023215547837875,0.013518125062576408,0.01598738614191612
AFG,10,1,Other Digestive Diseases,0.07822560926585524,0.030070734572444212,0.040240859131492036,0.06357435137357295
AFG,10,2,AIDS,0.047647200911282925,0.03997108392581386,0.03731231494279462,0.0295773995776564
AFG,10,2,Bite of Venomous Animal,0.0023910837656246635,0.002776217138428712,0.001973278424556654,0.002333476523786228
AFG,10,2,Diarrhea/Dysentery,0.028864474075426017,0.04150356078928075,0.05413990739763725,0.06008008151113741
AFG,10,2,Drowning,0.01858671004099664,0.024155978393739785,0.02554291224925491,0.0328188704989626
AFG,10,2,Encephalitis,0.020212715873915682,0.017295508969725464,0.014565899640103597,0.018115606490687844
AFG,10,2,Falls,0.021500267602114768,0.02253446490704395,0.021460772277396657,0.025149069636860692
AFG,10,2,Fires,0.0034789623292218897,0.008262911130585983,0.003238992270717281,0.011341098186780512
AFG,10,2,Hemorrhagic fever,0.03501094481449507,0.03079141572053985,0.047750980895112934,0.013434714034297609
AFG,10,2,Malaria,0.06934168029769097,0.1043810361787794,0.08215692566355545,0.058095435444964164
AFG,10,2,Measles,0.013061818560830944,0.005742740752590778,0.038410865440898265,0.00482691016594815
AFG,10,2,Meningitis,0.04223528470235638,0.05480992833891071,0.03705841467953104,0.05296962176157717
AFG,10,2,Other Cancers,0.04424648749468741,0.04743010079448761,0.05627112963640776,0.06262927798999086
AFG,10,2,Other Cardiovascular Diseases,0.08787950259716346,0.0856824112487144,0.07414636089933957,0.06007054762826587
AFG,10,2,Other Defined Causes of Child Deaths,0.2291063238566232,0.22338383156420644,0.18718629014308227,0.2387925831109361
AFG,10,2,Other Infectious Diseases,0.04924943781452502,0.049327862673256034,0.07600078441437058,0.04455861611202072
AFG,10,2,Pneumonia,0.08157246363991562,0.07819134368432637,0.07520839978063762,0.08004961945181732
AFG,10,2,Poisonings,0.04260421889946517,0.05509476071355935,0.04542488437525675,0.0519101866960245
AFG,10,2,Road Traffic,0.03123350606925197,0.030822653145743367,0.0219081121567143,0.02832620449464602
AFG,10,2,Sepsis,0.042608786700005286,0.035027183374881636,0.050949436773255634,0.050657408543511036
AFG,10,2,Violent Death,0.006975833401700769,0.008099435295009715,0.005756913138206868,0.006807767971466279
AFG,10,2,Other Digestive Diseases,0.08219229655270621,0.03471557126037583,0.0435364248011699,0.06745550416866257
AFG,99,3,AIDS,0.014300476207080982,0.010829422008504248,0.01277797794637144,0.009098045036206035
AFG,99,3,Bite of Venomous Animal,0.0032341313074414624,0.003372715891827131,0.0030432759329120907,0.003210654198156689
AFG,99,3,Diarrhea/Dysentery,0.04714225196063803,0.051287922345601714,0.05459985880389776,0.05641495317484646
AFG,99,3,Drowning,0.0374113105027698,0.039699584204324234,0.038649723639591835,0.041562864271441916
AFG,99,3,Encephalitis,0.007357486200345591,0.0060305484731099715,0.0062090201496341,0.006818937367339896
AFG,99,3,Falls,0.03833430729265204,0.03933079063810123,0.03732754358357671,0.03931150423748899
AFG,99,3,Fires,0.0038054984925223845,0.005092194854196227,0.0037051839582959273,0.006172019917210351
AFG,99,3,Hemorrhagic fever,0.01043367890436748,0.008257979477842011,0.016186725603352478,0.004111088047022351
AFG,99,3,Malaria,0.035229062877120736,0.04308905640677158,0.04157021835695642,0.03208815529286073
AFG,99,3,Measles,0.027991326868633662,0.026683925357260253,0.03567138610065119,0.02540174142126601
AFG,99,3,Meningitis,0.05486710625306313,0.058753699618203876,0.05237329029897885,0.05800970679918216
AFG,99,3,Other Cancers,0.023134763923410885,0.0230770698651564,0.02844169018674149,0.028826823073217656
AFG,99,3,Other Cardiovascular Diseases,0.032871672206697435,0.02993004560141404,0.03147977060577219,0.02489203819660914
AFG,99,3,Other Defined Causes of Child Deaths,0.33562606242095744,0.3386681102713676,0.31518244197894113,0.3377713247290524
AFG,99,3,Other Infectious Diseases,0.05128556070100857,0.051393673722183,0.060200092031331226,0.049857417498133265
AFG,99,3,Pneumonia,0.1558767366759082,0.15816122138326685,0.1493425032372207,0.15487851050139018
AFG,99,3,Poisonings,0.01484270555258485,0.01697604467689641,0.01743361093069084,0.017848155028979556
AFG,99,3,Road Traffic,0.0486243321939285,0.04926023836394953,0.04444859948796548,0.04762210807021967
AFG,99,3,Sepsis,0.012692032982091985,0.009393099288055122,0.017274380705103454,0.015334284538006875
AFG,99,3,Violent Death,0.01357674303253886,0.014158515110297788,0.012775540443638982,0.01347818714546872
AFG,99,3,Other Digestive Diseases,0.0313627534442378,0.0165541424416708,0.02130716601837562,0.027291481455900785
AGO,0,1,AIDS,0.060478897726369885,0.05097168453971545,0.04591181918809148,0.04014398021107295
AGO,0,1,Bite of Venomous Animal,0.00044517833308700916,0.0004909416443125515,0.00035329003892388736,0.0004277592926573828
AGO,0,1,Diarrhea/Dysentery,0.07568879772387388,0.09165376712434774,0.09150919063238523,0.1066119668382291
AGO,0,1,Drowning,0.0036734676184133376,0.006689272387684996,0.013497497296011506,0.01911765524876376
AGO,0,1,Encephalitis,0.0215520179394557,0.017444391086001543,0.014910146623054612,0.018999003992025962
AGO,0,1,Falls,0.010463745620999271,0.0090514136562434,0.012159116953334092,0.014478833966310237
AGO,0,1,Fires,0.003401158136949641,0.008077178351894527,0.003080698918688519,0.011705490708716178
AGO,0,1,Hemorrhagic fever,0.037735978860871135,0.03151643234329371,0.04950379831401408,0.014244378695730713
AGO,0,1,Malaria,0.11237950597584792,0.1483832966615424,0.1150394933840164,0.09781440869390703
AGO,0,1,Measles,0.00957644082627858,0.0009085766173997038,0.03625563665325758,0.0007916462082334669
AGO,0,1,Meningitis,0.0591097507211157,0.07109835764040487,0.049193816772893605,0.06927564261008423
AGO,0,1,Other Cancers,0.036323403250543534,0.036018195108147764,0.04931447309913966,0.055553850494195166
AGO,0,1,Other Cardiovascular Diseases,0.08328089014939513,0.07509208403772757,0.06777367387583642,0.052741495218520174
AGO,0,1,Other Defined Causes of Child Deaths,0.19443374399259614,0.17075884062941865,0.1523439220738381,0.20297240339600586
AGO,0,1,Other Infectious Diseases,0.0587111323790369,0.05670112357971754,0.08326050422040515,0.052692849874000525
AGO,0,1,Pneumonia,0.1335193383456641,0.13032268695044522,0.1141418850432586,0.12876477048009416
AGO,0,1,Poisonings,0.045123266101707,0.05552707489045177,0.04645515600107688,0.054329148108573685
AGO,0,1,Road Traffic,0.007787865067555164,0.0030143407359302715,0.0021691713633661264,0.0051950561992475395
AGO,0,1,Sepsis,0.045991127827381816,0.03592271199470595,0.05286935284345769,0.05382805538778946
AGO,0,1,Violent Death,0.00032429340285829465,0.0003576300206143383,0.00025735670495036065,0.00031160437584236016
AGO,0,1,Other Digestive Diseases,0.0,0.0,0.0,0.0
AGO,0,2,AIDS,0.0615016347628629,0.05209968682396963,0.04672360259063462,0.04112694524866069
AGO,0,2,Bite of Venomous Animal,0.0006150614263980362,0.0006782874540890032,0.0004881091968040928,0.0005909954515754795
AGO,0,2,Diarrhea/Dysentery,0.06992692148102575,0.08529937029900704,0.08693644122584705,0.10107516670503773
AGO,0,2,Drowning,0.002268018323851321,0.005139306359908717,0.012382042930826209,0.017767011648812364
AGO,0,2,Encephalitis,0.02148991204553899,0.017375957831325284,0.014860925946169775,0.018939358973148492
AGO,0,2,Falls,0.010762420376874415,0.009380810628507905,0.01239612661675319,0.014765773793090369
AGO,0,2,Fires,0.003564122517762028,0.008256830098160523,0.003210029704525932,0.011861978439138795
AGO,0,2,Hemorrhagic fever,0.03772689663034886,0.03150650263938181,0.049496473414174944,0.014235935337088425
AGO,0,2,Malaria,0.121416103911136,0.15834832458051573,0.12221085881771715,0.10649760058597392
AGO,0,2,Measles,0.009641785259873964,0.0009807582732741435,0.03630722769723485,0.0008545398784922584
AGO,0,2,Meningitis,0.061067510834626734,0.07325720216152201,0.05074758273115846,0.07115667727367933
AGO,0,2,Other Cancers,0.0364629638218673,0.03617210621468333,0.04942509807604392,0.055687718293690236
AGO,0,2,Other Cardiovascular Diseases,0.08414619242901299,0.07604644959639252,0.06846052733500048,0.05357330871942303
AGO,0,2,Other Defined Causes of Child Deaths,0.18282586535604195,0.15795804314788298,0.14313239613293355,0.19181861198152128
AGO,0,2,Other Infectious Diseases,0.06304793416382376,0.06148376030310665,0.08670192038486832,0.05686003495748659
AGO,0,2,Pneumonia,0.13368611274093808,0.13050664940985407,0.11427442938256327,0.12892507674687148
AGO,0,2,Poisonings,0.04485636800253349,0.05523259655725669,0.04624333393513375,0.05407258203402024
AGO,0,2,Road Traffic,0.008652717117854059,0.003968162478748022,0.002855568960642577,0.0060260998184625365
AGO,0,2,Sepsis,0.04599139564740262,0.03592314680196075,0.052869496826110515,0.0538282181499264
AGO,0,2,Violent Death,0.0003500631502266632,0.0003860483404530044,0.000277808094857292,0.0003363659639000932
AGO,0,2,Other Digestive Diseases,0.0,0.0,0.0,0.0
AGO,1,1,AIDS,0.05219437070885085,0.0452733555818089,0.041090806063641516,0.03406496575419553
AGO,1,1,Bite of Venomous Animal,0.0018712843416262281,0.002171708534475421,0.0015450660476538766,0.0018263242512855512
AGO,1,1,Diarrhea/Dysentery,0.05162667907815127,0.06787881576958929,0.07287525878839862,0.08220962703980315
AGO,1,1,Drowning,0.024798311565563343,0.03134662184065709,0.0306554849599206,0.0388421260954133
AGO,1,1,Encephalitis,0.019776060234455446,0.016798281769389217,0.014218491253254018,0.01769520405198955
AGO,1,1,Falls,0.010457595210343154,0.009715574560633392,0.012343244804021986,0.014361686743540929
AGO,1,1,Fires,0.011001991282129612,0.016978090098151905,0.009451100259141232,0.018661774559466188
AGO,1,1,Hemorrhagic fever,0.03505077112841306,0.03085142190096398,0.04775425084907145,0.013532865822342722
AGO,1,1,Malaria,0.13454564543963307,0.1799386517691243,0.13596418951126446,0.12176368869252345
AGO,1,1,Measles,0.009582280390433118,0.0017284950378725961,0.0354789876978246,0.0014535985634260018
AGO,1,1,Meningitis,0.05262242770895567,0.06682358515914001,0.045646815405171626,0.06307770645205693
AGO,1,1,Other Cancers,0.036834415941817765,0.038817661327744085,0.05012324319844972,0.05534478316402622
AGO,1,1,Other Cardiovascular Diseases,0.07790966528352865,0.07411915084040853,0.06594647282556004,0.05041665613398708
AGO,1,1,Other Defined Causes of Child Deaths,0.1488427792592482,0.1302531220336078,0.12101241399593082,0.16043086297563305
AGO,1,1,Other Infectious Diseases,0.05512282699217447,0.05614393527295758,0.08078809214951614,0.05030377771160572
AGO,1,1,Pneumonia,0.0918038823828675,0.0900764059909422,0.08367098299358182,0.09003939890936842
AGO,1,1,Poisonings,0.044156228031317864,0.05685512730523271,0.04669977752087078,0.05339933788573206
AGO,1,1,Road Traffic,0.017072434150521443,0.01438944298382811,0.010237395785864249,0.014513359161622741
AGO,1,1,Sepsis,0.0425085910951764,0.034935672416946575,0.05084732075209299,0.05053750606330076
AGO,1,1,Violent Death,0.0009127675534902623,0.0010593072585561095,0.0007536461054722972,0.0008908371013659762
AGO,1,1,Other Digestive Diseases,0.08130899222130276,0.033845572547970285,0.04289695903329711,0.06663391286731493
AGO,1,2,AIDS,0.052791705915047296,0.04596691534177319,0.041584389252844564,0.03464867741967928
AGO,1,2,Bite of Venomous Animal,0.001864183741331209,0.0021634536888071047,0.001539214319703185,0.0018193960500406487
AGO,1,2,Diarrhea/Dysentery,0.048469520816047655,0.0642140420065396,0.07026774316138368,0.07912709315269126
AGO,1,2,Drowning,0.015373512333427253,0.02040848370238545,0.02287344267802913,0.029643197414683117
AGO,1,2,Encephalitis,0.019806704184131385,0.016833987318047246,0.014243981980389597,0.017725195288350832
AGO,1,2,Falls,0.011125054476150316,0.010490220963446295,0.012894286783285032,0.015012953360768974
AGO,1,2,Fires,0.008800691465236446,0.014423115604112196,0.007633589488109322,0.016513054331554467
AGO,1,2,Hemorrhagic fever,0.03499042757809637,0.030781591416241788,0.04770399518906311,0.013474835705475892
AGO,1,2,Malaria,0.15187186707357778,0.2000442017713635,0.15027001037028478,0.1386741545859585
AGO,1,2,Measles,0.010084536999937742,0.0023117571129865513,0.035892810269269534,0.0019441145339885828
AGO,1,2,Meningitis,0.05433083201280208,0.06880557331481653,0.04705764303164321,0.06474464608176153
AGO,1,2,Other Cancers,0.036586976012352584,0.03853040354915836,0.04991848641715274,0.0551025451236307
AGO,1,2,Other Cardiovascular Diseases,0.07902042091721967,0.07540840445174267,0.06686400482987291,0.05150182893895289
AGO,1,2,Other Defined Causes of Child Deaths,0.12940120734566138,0.10769135111420547,0.1049608931252479,0.14145591677925595
AGO,1,2,Other Infectious Diseases,0.05995765873321006,0.061754886320054686,0.08477923179868582,0.05502264428522622
