gs_text34,iso3,weight,age,sex
Poisonings,ZWE,0.0047415,10,1
Road Traffic,ZWE,0.000308,10,1
Sepsis,ZWE,0.0008328,10,1
Violent Death,ZWE,0.0000616,10,1
AIDS,ZWE,0.0798211,0,0
Bite of Venomous Animal,ZWE,6.92E-06,0,0
Diarrhea/Dysentery,ZWE,0.1609827,0,0
Drowning,ZWE,0.0003987,0,0
Encephalitis,ZWE,0.0008121,0,0
Falls,ZWE,0.0008309,0,0
Fires,ZWE,0.0020365,0,0
Hemorrhagic fever,ZWE,0.000052,0,0
Malaria,ZWE,0.0356875,0,0
Measles,ZWE,0,0,0
Meningitis,ZWE,0.0160609,0,0
Other Cancers,ZWE,0.0009954,0,0
Other Cardiovascular Diseases,ZWE,0.0072659,0,0
Other Defined Causes of Child Deaths,ZWE,0.2612939,0,0
Other Digestive Diseases,ZWE,0,0,0
Other Infectious Diseases,ZWE,0.0602839,0,0
Pneumonia,ZWE,0.3641802,0,0
Poisonings,ZWE,0.008121,0,0
Road Traffic,ZWE,0.0000281,0,0
Sepsis,ZWE,0.0011219,0,0
Violent Death,ZWE,0.0000203,0,0
AIDS,ZWE,0.1000655,0,1
Bite of Venomous Animal,ZWE,0.000011,0,1
Diarrhea/Dysentery,ZWE,0.1438784,0,1
Drowning,ZWE,0.0002278,0,1
Encephalitis,ZWE,0.000704,0,1
Falls,ZWE,0.0008535,0,1
Fires,ZWE,0.0014356,0,1
Hemorrhagic fever,ZWE,0.0000409,0,1
Malaria,ZWE,0.0238536,0,1
Measles,ZWE,0,0,1
Meningitis,ZWE,0.0139236,0,1
Other Cancers,ZWE,0.0009282,0,1
Other Cardiovascular Diseases,ZWE,0.0124107,0,1
Other Defined Causes of Child Deaths,ZWE,0.2483986,0,1
Other Digestive Diseases,ZWE,0,0,1
Other Infectious Diseases,ZWE,0.0630502,0,1
Pneumonia,ZWE,0.381546,0,1
Poisonings,ZWE,0.0073941,0,1
Road Traffic,ZWE,0.0000324,0,1
Sepsis,ZWE,0.0012278,0,1
Violent Death,ZWE,0.000018,0,1
AIDS,ZWE,0.5560244,5,0
Bite of Venomous Animal,ZWE,0.0001095,5,0
Diarrhea/Dysentery,ZWE,0.0167579,5,0
Drowning,ZWE,0.009885,5,0
Encephalitis,ZWE,0.0007217,5,0
Falls,ZWE,0.0024597,5,0
Fires,ZWE,0.002327,5,0
Hemorrhagic fever,ZWE,0.0000992,5,0
Malaria,ZWE,0.1276433,5,0
Measles,ZWE,0,5,0
Meningitis,ZWE,0.0074192,5,0
Other Cancers,ZWE,0.0080296,5,0
Other Cardiovascular Diseases,ZWE,0.027478,5,0
Other Defined Causes of Child Deaths,ZWE,0.1095212,5,0
Other Digestive Diseases,ZWE,0.0049943,5,0
Other Infectious Diseases,ZWE,0.0862885,5,0
Pneumonia,ZWE,0.0356382,5,0
Poisonings,ZWE,0.0036009,5,0
Road Traffic,ZWE,0.0003649,5,0
Sepsis,ZWE,0.0005894,5,0
Violent Death,ZWE,0.0000481,5,0
AIDS,ZWE,0.5194514,5,1
Bite of Venomous Animal,ZWE,0.0001216,5,1
Diarrhea/Dysentery,ZWE,0.0208029,5,1
Drowning,ZWE,0.0041405,5,1
Encephalitis,ZWE,0.0009841,5,1
Falls,ZWE,0.0020865,5,1
Fires,ZWE,0.0031867,5,1
Hemorrhagic fever,ZWE,0.0001148,5,1
Malaria,ZWE,0.1567096,5,1
Measles,ZWE,0,5,1
Meningitis,ZWE,0.0101162,5,1
Other Cancers,ZWE,0.0070002,5,1
Other Cardiovascular Diseases,ZWE,0.0440257,5,1
Other Defined Causes of Child Deaths,ZWE,0.0994964,5,1
Other Digestive Diseases,ZWE,0.0048935,5,1
Other Infectious Diseases,ZWE,0.0823025,5,1
Pneumonia,ZWE,0.0399857,5,1
Poisonings,ZWE,0.0032343,5,1
Road Traffic,ZWE,0.0003278,5,1
Sepsis,ZWE,0.0009714,5,1
Violent Death,ZWE,0.0000485,5,1
AIDS,ZMB,0.1704848,1,0
Bite of Venomous Animal,ZMB,0.0000258,1,0
Diarrhea/Dysentery,ZMB,0.0554572,1,0
Drowning,ZMB,0.0031115,1,0
Encephalitis,ZMB,0.0015858,1,0
Falls,ZMB,0.0071312,1,0
Fires,ZMB,0.0070863,1,0
Hemorrhagic fever,ZMB,0.0002067,1,0
Malaria,ZMB,0.3784612,1,0
Measles,ZMB,0,1,0
Meningitis,ZMB,0.0282289,1,0
Other Cancers,ZMB,0.0015608,1,0
Other Cardiovascular Diseases,ZMB,0.0063516,1,0
Other Defined Causes of Child Deaths,ZMB,0.1675136,1,0
Other Digestive Diseases,ZMB,0.0053266,1,0
Other Infectious Diseases,ZMB,0.0765297,1,0
Pneumonia,ZMB,0.0764034,1,0
Poisonings,ZMB,0.0111882,1,0
Road Traffic,ZMB,0.0000955,1,0
Sepsis,ZMB,0.0032096,1,0
Violent Death,ZMB,0.0000415,1,0
AIDS,ZMB,0.1886788,1,1
Bite of Venomous Animal,ZMB,0.0000553,1,1
Diarrhea/Dysentery,ZMB,0.0610893,1,1
Drowning,ZMB,0.0012788,1,1
Encephalitis,ZMB,0.0013806,1,1
Falls,ZMB,0.0031586,1,1
Fires,ZMB,0.0042774,1,1
Hemorrhagic fever,ZMB,0.0001555,1,1
Malaria,ZMB,0.3894274,1,1
Measles,ZMB,0,1,1
Meningitis,ZMB,0.0245752,1,1
Other Cancers,ZMB,0.0014267,1,1
Other Cardiovascular Diseases,ZMB,0.0067137,1,1
Other Defined Causes of Child Deaths,ZMB,0.1548988,1,1
Other Digestive Diseases,ZMB,0.0042882,1,1
Other Infectious Diseases,ZMB,0.0670017,1,1
Pneumonia,ZMB,0.0829068,1,1
Poisonings,ZMB,0.0057661,1,1
Road Traffic,ZMB,0.0001054,1,1
Sepsis,ZMB,0.0027776,1,1
Violent Death,ZMB,0.0000382,1,1
AIDS,ZMB,0.5151933,10,0
Bite of Venomous Animal,ZMB,0.0001126,10,0
Diarrhea/Dysentery,ZMB,0.0141424,10,0
Drowning,ZMB,0.0048527,10,0
Encephalitis,ZMB,0.0010807,10,0
Falls,ZMB,0.0090109,10,0
Fires,ZMB,0.0022695,10,0
Hemorrhagic fever,ZMB,0.0002144,10,0
Malaria,ZMB,0.220928,10,0
Measles,ZMB,0,10,0
Meningitis,ZMB,0.010127,10,0
Other Cancers,ZMB,0.0111381,10,0
Other Cardiovascular Diseases,ZMB,0.0080639,10,0
Other Defined Causes of Child Deaths,ZMB,0.107617,10,0
Other Digestive Diseases,ZMB,0.0029737,10,0
Other Infectious Diseases,ZMB,0.0676279,10,0
Pneumonia,ZMB,0.0178306,10,0
Poisonings,ZMB,0.0046991,10,0
Road Traffic,ZMB,0.0002939,10,0
Sepsis,ZMB,0.0017292,10,0
Violent Death,ZMB,0.0000953,10,0
AIDS,ZMB,0.5086017,10,1
Bite of Venomous Animal,ZMB,0.0000739,10,1
Diarrhea/Dysentery,ZMB,0.00808,10,1
Drowning,ZMB,0.0015267,10,1
Encephalitis,ZMB,0.001335,10,1
Falls,ZMB,0.0025865,10,1
Fires,ZMB,0.0015286,10,1
Hemorrhagic fever,ZMB,0.0001293,10,1
Malaria,ZMB,0.2722012,10,1
Measles,ZMB,0,10,1
Meningitis,ZMB,0.0125103,10,1
Other Cancers,ZMB,0.0069012,10,1
Other Cardiovascular Diseases,ZMB,0.0111497,10,1
Other Defined Causes of Child Deaths,ZMB,0.0891684,10,1
Other Digestive Diseases,ZMB,0.0025223,10,1
Other Infectious Diseases,ZMB,0.0627691,10,1
Pneumonia,ZMB,0.0128526,10,1
Poisonings,ZMB,0.0047075,10,1
Road Traffic,ZMB,0.0002822,10,1
Sepsis,ZMB,0.0009832,10,1
Violent Death,ZMB,0.0000907,10,1
AIDS,ZMB,0.0605608,0,0
Bite of Venomous Animal,ZMB,0.0000108,0,0
Diarrhea/Dysentery,ZMB,0.1196251,0,0
Drowning,ZMB,0.0006013,0,0
Encephalitis,ZMB,0.0022407,0,0
Falls,ZMB,0.0030344,0,0
Fires,ZMB,0.0022024,0,0
Hemorrhagic fever,ZMB,0.0001406,0,0
Malaria,ZMB,0.2216957,0,0
Measles,ZMB,0,0,0
Meningitis,ZMB,0.0427173,0,0
Other Cancers,ZMB,0.001048,0,0
Other Cardiovascular Diseases,ZMB,0.0052391,0,0
Other Defined Causes of Child Deaths,ZMB,0.2294349,0,0
Other Digestive Diseases,ZMB,0,0,0
Other Infectious Diseases,ZMB,0.1374911,0,0
Pneumonia,ZMB,0.1617397,0,0
Poisonings,ZMB,0.0053958,0,0
Road Traffic,ZMB,0.0000336,0,0
Sepsis,ZMB,0.0067697,0,0
Violent Death,ZMB,0.000019,0,0
AIDS,ZMB,0.0639401,0,1
Bite of Venomous Animal,ZMB,0.000021,0,1
Diarrhea/Dysentery,ZMB,0.1147775,0,1
Drowning,ZMB,0.0003063,0,1
Encephalitis,ZMB,0.0020658,0,1
Falls,ZMB,0.0014671,0,1
Fires,ZMB,0.0015369,0,1
Hemorrhagic fever,ZMB,0.0000732,0,1
Malaria,ZMB,0.2175251,0,1
Measles,ZMB,0,0,1
Meningitis,ZMB,0.0393841,0,1
Other Cancers,ZMB,0.0015664,0,1
Other Cardiovascular Diseases,ZMB,0.0062577,0,1
Other Defined Causes of Child Deaths,ZMB,0.2390744,0,1
Other Digestive Diseases,ZMB,0,0,1
Other Infectious Diseases,ZMB,0.1336643,0,1
Pneumonia,ZMB,0.1722038,0,1
Poisonings,ZMB,0.0024674,0,1
Road Traffic,ZMB,0.0000447,0,1
Sepsis,ZMB,0.0036082,0,1
Violent Death,ZMB,0.000016,0,1
AIDS,ZMB,0.4320546,5,0
Bite of Venomous Animal,ZMB,0.0001269,5,0
Diarrhea/Dysentery,ZMB,0.0270473,5,0
Drowning,ZMB,0.0043768,5,0
Encephalitis,ZMB,0.0010054,5,0
Falls,ZMB,0.005406,5,0
Fires,ZMB,0.0033711,5,0
Hemorrhagic fever,ZMB,0.0003531,5,0
Malaria,ZMB,0.2624568,5,0
Measles,ZMB,0,5,0
Meningitis,ZMB,0.0132716,5,0
Other Cancers,ZMB,0.0093194,5,0
Other Cardiovascular Diseases,ZMB,0.0063645,5,0
Other Defined Causes of Child Deaths,ZMB,0.10854,5,0
Other Digestive Diseases,ZMB,0.003034,5,0
Other Infectious Diseases,ZMB,0.0927021,5,0
Pneumonia,ZMB,0.024645,5,0
Poisonings,ZMB,0.0039352,5,0
Road Traffic,ZMB,0.000368,5,0
Sepsis,ZMB,0.0015757,5,0
Violent Death,ZMB,0.0000468,5,0
AIDS,ZMB,0.4370655,5,1
Bite of Venomous Animal,ZMB,0.0000566,5,1
Diarrhea/Dysentery,ZMB,0.0138274,5,1
Drowning,ZMB,0.0013554,5,1
Encephalitis,ZMB,0.0010697,5,1
Falls,ZMB,0.002442,5,1
Fires,ZMB,0.0018922,5,1
Hemorrhagic fever,ZMB,0.0002289,5,1
Malaria,ZMB,0.324317,5,1
Measles,ZMB,0,5,1
Meningitis,ZMB,0.0141213,5,1
Other Cancers,ZMB,0.007414,5,1
Other Cardiovascular Diseases,ZMB,0.0071323,5,1
Other Defined Causes of Child Deaths,ZMB,0.0834936,5,1
Other Digestive Diseases,ZMB,0.0026914,5,1
Other Infectious Diseases,ZMB,0.0846309,5,1
Pneumonia,ZMB,0.0135567,5,1
Poisonings,ZMB,0.0034343,5,1
Road Traffic,ZMB,0.0002933,5,1
Sepsis,ZMB,0.0009282,5,1
Violent Death,ZMB,0.0000494,5,1
AIDS,ZAF,0.6027491,1,0
Bite of Venomous Animal,ZAF,9.65E-06,1,0
Diarrhea/Dysentery,ZAF,0.1211126,1,0
Drowning,ZAF,0.0027565,1,0
Encephalitis,ZAF,0.0003692,1,0
Falls,ZAF,0.0002752,1,0
Fires,ZAF,0.0037025,1,0
Hemorrhagic fever,ZAF,0.0000661,1,0
Malaria,ZAF,0.0008858,1,0
Measles,ZAF,0,1,0
Meningitis,ZAF,0.0064197,1,0
Other Cancers,ZAF,0.0047973,1,0
Other Cardiovascular Diseases,ZAF,0.0141522,1,0
Other Defined Causes of Child Deaths,ZAF,0.1088004,1,0
Other Digestive Diseases,ZAF,0.0043093,1,0
Other Infectious Diseases,ZAF,0.0620272,1,0
Pneumonia,ZAF,0.0636481,1,0
Poisonings,ZAF,0.003064,1,0
Road Traffic,ZAF,0.0000774,1,0
Sepsis,ZAF,0.0006547,1,0
Violent Death,ZAF,0.0001229,1,0
AIDS,ZAF,0.5966395,1,1
Bite of Venomous Animal,ZAF,0.0000174,1,1
Diarrhea/Dysentery,ZAF,0.143087,1,1
Drowning,ZAF,0.0017188,1,1
Encephalitis,ZAF,0.0003871,1,1
Falls,ZAF,0.0001393,1,1
Fires,ZAF,0.0033541,1,1
Hemorrhagic fever,ZAF,0.0002721,1,1
Malaria,ZAF,0.0005238,1,1
Measles,ZAF,0,1,1
Meningitis,ZAF,0.006731,1,1
Other Cancers,ZAF,0.0055157,1,1
Other Cardiovascular Diseases,ZAF,0.0163104,1,1
Other Defined Causes of Child Deaths,ZAF,0.0901117,1,1
Other Digestive Diseases,ZAF,0.0045063,1,1
Other Infectious Diseases,ZAF,0.0617515,1,1
Pneumonia,ZAF,0.0650558,1,1
Poisonings,ZAF,0.0028429,1,1
Road Traffic,ZAF,0.0000566,1,1
Sepsis,ZAF,0.0008704,1,1
Violent Death,ZAF,0.0001085,1,1
AIDS,ZAF,0.6058585,10,0
Bite of Venomous Animal,ZAF,0.0000187,10,0
Diarrhea/Dysentery,ZAF,0.0272698,10,0
Drowning,ZAF,0.0074269,10,0
Encephalitis,ZAF,0.0012717,10,0
Falls,ZAF,0.0011036,10,0
Fires,ZAF,0.0024757,10,0
Hemorrhagic fever,ZAF,0.0000836,10,0
Malaria,ZAF,0.002947,10,0
Measles,ZAF,0,10,0
Meningitis,ZAF,0.0075262,10,0
Other Cancers,ZAF,0.010695,10,0
Other Cardiovascular Diseases,ZAF,0.0311279,10,0
Other Defined Causes of Child Deaths,ZAF,0.1652872,10,0
Other Digestive Diseases,ZAF,0.0045786,10,0
Other Infectious Diseases,ZAF,0.1015756,10,0
Pneumonia,ZAF,0.0279879,10,0
Poisonings,ZAF,0.0011989,10,0
Road Traffic,ZAF,0.0002868,10,0
Sepsis,ZAF,0.0008221,10,0
Violent Death,ZAF,0.0004584,10,0
AIDS,ZAF,0.5627891,10,1
Bite of Venomous Animal,ZAF,0.0000153,10,1
Diarrhea/Dysentery,ZAF,0.0378743,10,1
Drowning,ZAF,0.0038339,10,1
Encephalitis,ZAF,0.0016455,10,1
Falls,ZAF,0.0005284,10,1
Fires,ZAF,0.0030732,10,1
Hemorrhagic fever,ZAF,0.0002395,10,1
Malaria,ZAF,0.0048757,10,1
Measles,ZAF,0,10,1
Meningitis,ZAF,0.0097386,10,1
Other Cancers,ZAF,0.0137038,10,1
Other Cardiovascular Diseases,ZAF,0.0546473,10,1
Other Defined Causes of Child Deaths,ZAF,0.1601806,10,1
Other Digestive Diseases,ZAF,0.005323,10,1
Other Infectious Diseases,ZAF,0.1055678,10,1
Pneumonia,ZAF,0.0327566,10,1
Poisonings,ZAF,0.0017618,10,1
Road Traffic,ZAF,0.0002345,10,1
Sepsis,ZAF,0.0009194,10,1
Violent Death,ZAF,0.0002919,10,1
AIDS,ZAF,0.151515,0,0
Bite of Venomous Animal,ZAF,4.30E-06,0,0
Diarrhea/Dysentery,ZAF,0.3126306,0,0
Drowning,ZAF,0.0002426,0,0
Encephalitis,ZAF,0.0005554,0,0
Falls,ZAF,0.0001553,0,0
Fires,ZAF,0.0015654,0,0
Hemorrhagic fever,ZAF,0.0000292,0,0
Malaria,ZAF,0.0004003,0,0
Measles,ZAF,0,0,0
Meningitis,ZAF,0.0109842,0,0
Other Cancers,ZAF,0.0009244,0,0
Other Cardiovascular Diseases,ZAF,0.0136205,0,0
Other Defined Causes of Child Deaths,ZAF,0.2526721,0,0
Other Digestive Diseases,ZAF,0,0,0
Other Infectious Diseases,ZAF,0.0635803,0,0
Pneumonia,ZAF,0.1893065,0,0
Poisonings,ZAF,0.0006814,0,0
Road Traffic,ZAF,0.0000187,0,0
Sepsis,ZAF,0.001024,0,0
Violent Death,ZAF,0.0000898,0,0
AIDS,ZAF,0.1821139,0,1
Bite of Venomous Animal,ZAF,7.61E-06,0,1
Diarrhea/Dysentery,ZAF,0.3318042,0,1
Drowning,ZAF,0.0002035,0,1
Encephalitis,ZAF,0.0005769,0,1
Falls,ZAF,0.000111,0,1
Fires,ZAF,0.0012617,0,1
Hemorrhagic fever,ZAF,0.000044,0,1
Malaria,ZAF,0.0002141,0,1
Measles,ZAF,0,0,1
Meningitis,ZAF,0.0114094,0,1
Other Cancers,ZAF,0.0010552,0,1
Other Cardiovascular Diseases,ZAF,0.0136868,0,1
Other Defined Causes of Child Deaths,ZAF,0.21507,0,1
Other Digestive Diseases,ZAF,0,0,1
Other Infectious Diseases,ZAF,0.0641729,0,1
Pneumonia,ZAF,0.176543,0,1
Poisonings,ZAF,0.0005343,0,1
Road Traffic,ZAF,0.0000156,0,1
Sepsis,ZAF,0.0010913,0,1
Violent Death,ZAF,0.0000845,0,1
AIDS,ZAF,0.6209607,5,0
Bite of Venomous Animal,ZAF,0.000031,5,0
Diarrhea/Dysentery,ZAF,0.0496865,5,0
Drowning,ZAF,0.0075572,5,0
Encephalitis,ZAF,0.0008157,5,0
Falls,ZAF,0.0005413,5,0
Fires,ZAF,0.0029904,5,0
Hemorrhagic fever,ZAF,0.0001181,5,0
Malaria,ZAF,0.0031721,5,0
Measles,ZAF,0,5,0
Meningitis,ZAF,0.0083855,5,0
Other Cancers,ZAF,0.0088135,5,0
Other Cardiovascular Diseases,ZAF,0.0236037,5,0
Other Defined Causes of Child Deaths,ZAF,0.1192964,5,0
Other Digestive Diseases,ZAF,0.0039712,5,0
Other Infectious Diseases,ZAF,0.1164177,5,0
Pneumonia,ZAF,0.0314998,5,0
Poisonings,ZAF,0.0011975,5,0
Road Traffic,ZAF,0.0002865,5,0
Sepsis,ZAF,0.0004918,5,0
Violent Death,ZAF,0.0001632,5,0
AIDS,ZAF,0.5869482,5,1
Bite of Venomous Animal,ZAF,0.0000311,5,1
Diarrhea/Dysentery,ZAF,0.0693955,5,1
Drowning,ZAF,0.0031222,5,1
Encephalitis,ZAF,0.0011036,5,1
Falls,ZAF,0.0004523,5,1
Fires,ZAF,0.0036899,5,1
Hemorrhagic fever,ZAF,0.0004498,5,1
Malaria,ZAF,0.0053868,5,1
Measles,ZAF,0,5,1
Meningitis,ZAF,0.0113455,5,1
Other Cancers,ZAF,0.0118254,5,1
Other Cardiovascular Diseases,ZAF,0.0326283,5,1
Other Defined Causes of Child Deaths,ZAF,0.1132562,5,1
Other Digestive Diseases,ZAF,0.004892,5,1
Other Infectious Diseases,ZAF,0.1151589,5,1
Pneumonia,ZAF,0.0377653,5,1
Poisonings,ZAF,0.0011605,5,1
Road Traffic,ZAF,0.0002363,5,1
Sepsis,ZAF,0.000939,5,1
Violent Death,ZAF,0.0002132,5,1
AIDS,YEM,0.0012848,1,0
Bite of Venomous Animal,YEM,0.000041,1,0
Diarrhea/Dysentery,YEM,0.1533063,1,0
Drowning,YEM,0.0046527,1,0
Encephalitis,YEM,0.0037225,1,0
Falls,YEM,0.0090315,1,0
Fires,YEM,0.0031323,1,0
Hemorrhagic fever,YEM,0.0006683,1,0
Malaria,YEM,0.1896643,1,0
Measles,YEM,0,1,0
Meningitis,YEM,0.0128516,1,0
Other Cancers,YEM,0.0094977,1,0
Other Cardiovascular Diseases,YEM,0.1015423,1,0
Other Defined Causes of Child Deaths,YEM,0.2994885,1,0
Other Digestive Diseases,YEM,0.0157,1,0
Other Infectious Diseases,YEM,0.0537169,1,0
Pneumonia,YEM,0.1256056,1,0
Poisonings,YEM,0.0135815,1,0
Road Traffic,YEM,0.0004902,1,0
Sepsis,YEM,0.001987,1,0
Violent Death,YEM,0.0000349,1,0
AIDS,YEM,0.0011612,1,1
Bite of Venomous Animal,YEM,0.0000617,1,1
Diarrhea/Dysentery,YEM,0.1336277,1,1
Drowning,YEM,0.0022904,1,1
Encephalitis,YEM,0.0033944,1,1
Falls,YEM,0.005282,1,1
Fires,YEM,0.0033404,1,1
Hemorrhagic fever,YEM,0.0001444,1,1
Malaria,YEM,0.2327151,1,1
Measles,YEM,0,1,1
Meningitis,YEM,0.011719,1,1
Other Cancers,YEM,0.0081294,1,1
Other Cardiovascular Diseases,YEM,0.1143336,1,1
Other Defined Causes of Child Deaths,YEM,0.3010471,1,1
Other Digestive Diseases,YEM,0.0114498,1,1
Other Infectious Diseases,YEM,0.0473629,1,1
Pneumonia,YEM,0.1103687,1,1
Poisonings,YEM,0.0116298,1,1
Road Traffic,YEM,0.0003343,1,1
Sepsis,YEM,0.0015847,1,1
Violent Death,YEM,0.0000236,1,1
AIDS,YEM,0.0014983,10,0
Bite of Venomous Animal,YEM,0.0000851,10,0
Diarrhea/Dysentery,YEM,0.0152624,10,0
Drowning,YEM,0.0061394,10,0
Encephalitis,YEM,0.0022847,10,0
Falls,YEM,0.0080692,10,0
Fires,YEM,0.0021369,10,0
Hemorrhagic fever,YEM,0.0004863,10,0
Malaria,YEM,0.1452999,10,0
Measles,YEM,0,10,0
Meningitis,YEM,0.0099223,10,0
Other Cancers,YEM,0.0344091,10,0
Other Cardiovascular Diseases,YEM,0.1512362,10,0
Other Defined Causes of Child Deaths,YEM,0.2318462,10,0
Other Digestive Diseases,YEM,0.0169323,10,0
Other Infectious Diseases,YEM,0.0709903,10,0
Pneumonia,YEM,0.288242,10,0
Poisonings,YEM,0.0124644,10,0
Road Traffic,YEM,0.0010094,10,0
Sepsis,YEM,0.0015884,10,0
Violent Death,YEM,0.0000971,10,0
AIDS,YEM,0.0011389,10,1
Bite of Venomous Animal,YEM,0.0000613,10,1
Diarrhea/Dysentery,YEM,0.0127641,10,1
Drowning,YEM,0.0020789,10,1
Encephalitis,YEM,0.0023267,10,1
Falls,YEM,0.0030317,10,1
Fires,YEM,0.0024324,10,1
Hemorrhagic fever,YEM,0.0001612,10,1
Malaria,YEM,0.0997427,10,1
Measles,YEM,0,10,1
Meningitis,YEM,0.0101048,10,1
Other Cancers,YEM,0.0270857,10,1
Other Cardiovascular Diseases,YEM,0.1619767,10,1
Other Defined Causes of Child Deaths,YEM,0.2205959,10,1
Other Digestive Diseases,YEM,0.0104838,10,1
Other Infectious Diseases,YEM,0.0523615,10,1
Pneumonia,YEM,0.3772773,10,1
Poisonings,YEM,0.012725,10,1
Road Traffic,YEM,0.0004409,10,1
Sepsis,YEM,0.0031694,10,1
Violent Death,YEM,0.0000411,10,1
AIDS,YEM,0.0001248,0,0
Bite of Venomous Animal,YEM,7.00E-06,0,0
Diarrhea/Dysentery,YEM,0.3035029,0,0
Drowning,YEM,0.0002596,0,0
Encephalitis,YEM,0.0033162,0,0
Falls,YEM,0.0016099,0,0
Fires,YEM,0.0005557,0,0
Hemorrhagic fever,YEM,0.0001662,0,0
Malaria,YEM,0.0398836,0,0
Measles,YEM,0,0,0
Meningitis,YEM,0.011145,0,0
Other Cancers,YEM,0.0017311,0,0
Other Cardiovascular Diseases,YEM,0.0710793,0,0
Other Defined Causes of Child Deaths,YEM,0.3852065,0,0
Other Digestive Diseases,YEM,0,0,0
Other Infectious Diseases,YEM,0.0546796,0,0
Pneumonia,YEM,0.1213198,0,0
Poisonings,YEM,0.0022192,0,0
Road Traffic,YEM,0.0000549,0,0
Sepsis,YEM,0.0031254,0,0
Violent Death,YEM,0.0000132,0,0
AIDS,YEM,0.0001363,0,1
Bite of Venomous Animal,YEM,9.26E-06,0,1
Diarrhea/Dysentery,YEM,0.2768623,0,1
Drowning,YEM,0.0001537,0,1
Encephalitis,YEM,0.0035725,0,1
Falls,YEM,0.0010482,0,1
Fires,YEM,0.0007282,0,1
Hemorrhagic fever,YEM,0.0000558,0,1
Malaria,YEM,0.0631642,0,1
Measles,YEM,0,0,1
Meningitis,YEM,0.0120067,0,1
Other Cancers,YEM,0.0027586,0,1
Other Cardiovascular Diseases,YEM,0.0833423,0,1
Other Defined Causes of Child Deaths,YEM,0.3845892,0,1
Other Digestive Diseases,YEM,0,0,1
Other Infectious Diseases,YEM,0.0527595,0,1
